"adminid"	"bundle"	"ftype"	"admincode"	"name"	"fstatus"	"description"	"startdate"	"enddate"	"modified"	"permit_id"	"uid"	"status"	"module"	"feed_nid"	"dh_link_admin_reg_holder"	"dh_link_admin_dha_usafips"	"dh_link_admin_record_mgr_id"	"dh_link_admin_timeseries"	"dh_link_admin_reg_issuer"
"440773"	"permit"	"npdes_gp"	"VAN010107"	"BOYCE STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216224"	"VAN010107"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440774"	"permit"	"npdes_gp"	"VAN010120"	"MIDDLEBURG WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216225"	"VAN010120"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440775"	"permit"	"npdes_gp"	"VAN010121"	"MIDDLETOWN STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216225"	"VAN010121"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440776"	"permit"	"npdes_gp"	"VAN010123"	"LAKE HOLIDAY WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216225"	"VAN010123"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440777"	"permit"	"npdes_gp"	"VAN010124"	"THE MADEIRA SCHOOL"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216225"	"VAN010124"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440778"	"permit"	"npdes_gp"	"VAN010128"	"FOREST LAKES ESTATES STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216225"	"VAN010128"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440779"	"permit"	"npdes_gp"	"VAN010129"	"LOVETTSVILLE TOWN WASTEWATER TREATMENT FACILITY"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216225"	"VAN010129"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440780"	"permit"	"npdes_gp"	"VAN010131"	"CHRISTENDOM COLLEGE STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216226"	"VAN010131"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440781"	"permit"	"npdes_gp"	"VAN010134"	"NEW MARKET POULTRY LLC"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216226"	"VAN010134"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440782"	"permit"	"npdes_gp"	"VAN010136"	"SANDYS MOBILE HOME COURT (MHC) LLC STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216226"	"VAN010136"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440783"	"permit"	"npdes_gp"	"VAN010142"	"STANLEY STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216226"	"VAN010142"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440784"	"permit"	"npdes_gp"	"VAN010144"	"ELKTON STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216226"	"VAN010144"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440785"	"permit"	"npdes_gp"	"VAN010155"	"MCGAHEYSVILLE STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216226"	"VAN010155"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440786"	"permit"	"npdes_gp"	"VAN020024"	"CULPEPER WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216226"	"VAN020024"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440787"	"permit"	"npdes_gp"	"VAN020025"	"ORANGE TOWN SEWAGE TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216227"	"VAN020025"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440788"	"permit"	"npdes_gp"	"VAN020026"	"RAPIDAN WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216227"	"VAN020026"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440789"	"permit"	"npdes_gp"	"VAN020028"	"WARRENTON TOWN SEWAGE TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216227"	"VAN020028"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440790"	"permit"	"npdes_gp"	"VAN020029"	"WILDERNESS WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216227"	"VAN020029"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440791"	"permit"	"npdes_gp"	"VAN020030"	"HAYMOUNT WASTEWATER TREATMENT FACILITY"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216227"	"VAN020030"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440792"	"permit"	"npdes_gp"	"VAN020031"	"LITTLE FALLS RUN WASTEWATER TREATMENT FACILITY"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216227"	"VAN020031"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440793"	"permit"	"npdes_gp"	"VAN020032"	"MONTROSS WESTMORELAND WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216228"	"VAN020032"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440794"	"permit"	"npdes_gp"	"VAN020033"	"TAPPAHANNOCK TOWN OF WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216228"	"VAN020033"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440795"	"permit"	"npdes_gp"	"VAN020034"	"HRSD URBANNA SEWAGE TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216228"	"VAN020034"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440796"	"permit"	"npdes_gp"	"VAN020035"	"US ARMY - FORT A P HILL - WILCOX CAMP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216228"	"VAN020035"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440797"	"permit"	"npdes_gp"	"VAN020036"	"WARSAW WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216228"	"VAN020036"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440798"	"permit"	"npdes_gp"	"VAN020037"	"OMEGA PROTEIN - REEDVILLE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216228"	"VAN020037"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440799"	"permit"	"npdes_gp"	"VAN020038"	"KILMARNOCK WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216229"	"VAN020038"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440800"	"permit"	"npdes_gp"	"VAN020044"	"HAYNESVILLE CORRECTIONAL CENTER"	"active"	"General Permit Covered Facility"	"1325394000"	"1483160400"	"1544216229"	"VAN020044"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440801"	"permit"	"npdes_gp"	"VAN020053"	"FAUQUIER COUNTY WSA - AGGREGATE NUTRIENT DISCHARGE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216229"	"VAN020053"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440802"	"permit"	"npdes_gp"	"VAN020054"	"CULPEPER COUNTY - AGGREGATE NUTRIENT DISCHARGE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216229"	"VAN020054"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440803"	"permit"	"npdes_gp"	"VAN020055"	"SPOTSYLVANIA COUNTY - AGGREGATE NUTRIENT DISCHARGE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216229"	"VAN020055"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440804"	"permit"	"npdes_gp"	"VAN020056"	"KGCSA - RAPPAHANNOCK AGGREGATE NUTRIENT DISCHARGE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216229"	"VAN020056"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440805"	"permit"	"npdes_gp"	"VAN020095"	"FREDERICKSBURG WASTEWATER TREATMENT FACILITY"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216230"	"VAN020095"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440806"	"permit"	"npdes_gp"	"VAN020101"	"REEDVILLE SANITARY DISTRICT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216230"	"VAN020101"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440807"	"permit"	"npdes_gp"	"VAN020108"	"RUSH RIVER WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216230"	"VAN020108"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440808"	"permit"	"npdes_gp"	"VAN020109"	"PRESIDENTIAL LAKES SECTION 14 STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216230"	"VAN020109"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440809"	"permit"	"npdes_gp"	"VAN020111"	"BOSTON WATER AND SEWER STP - NEW FACILITY"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216230"	"VAN020111"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440810"	"permit"	"npdes_gp"	"VAN020113"	"FOUR WINDS CAMPGROUND SEWAGE TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216230"	"VAN020113"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440811"	"permit"	"npdes_gp"	"VAN020114"	"THE TIDES UTILITIES LLC NORTH WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216231"	"VAN020114"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440812"	"permit"	"npdes_gp"	"VAN020115"	"WINDMILL POINT RESORT AND YACHT HARBOR"	"active"	"General Permit Covered Facility"	"1325394000"	"1483160400"	"1544216231"	"VAN020115"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440813"	"permit"	"npdes_gp"	"VAN020157"	"REGATTA POINT YACHT CLUB"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216231"	"VAN020157"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440814"	"permit"	"npdes_gp"	"VAN020160"	"NORVIEW MARINA"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216231"	"VAN020160"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440815"	"permit"	"npdes_gp"	"VAN020162"	"CAMP RED ARROW WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216231"	"VAN020162"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440816"	"permit"	"npdes_gp"	"VAN030045"	"CAROLINE COUNTY REGIONAL WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216231"	"VAN030045"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440817"	"permit"	"npdes_gp"	"VAN030046"	"GORDONSVILLE SEWAGE TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216232"	"VAN030046"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440818"	"permit"	"npdes_gp"	"VAN030047"	"PLAINS MARKETING LP YORKTOWN"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216232"	"VAN030047"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440819"	"permit"	"npdes_gp"	"VAN030048"	"PARHAM LANDING WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216232"	"VAN030048"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440820"	"permit"	"npdes_gp"	"VAN030049"	"WESTROCK CP LLC - WEST POINT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216232"	"VAN030049"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440821"	"permit"	"npdes_gp"	"VAN030051"	"HANOVER COUNTY - AGGREGATE NUTRIENT DISCHARGE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216232"	"VAN030051"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440822"	"permit"	"npdes_gp"	"VAN030052"	"HRSD - YORK RIVER AGGREGATE NUTRIENT DISCHARGE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216232"	"VAN030052"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440823"	"permit"	"npdes_gp"	"VAN030110"	"LAKE LAND OR WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216233"	"VAN030110"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440824"	"permit"	"npdes_gp"	"VAN030119"	"SHENANDOAH CROSSING STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216233"	"VAN030119"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440825"	"permit"	"npdes_gp"	"VAN030133"	"BEAR ISLAND PAPER COMPANY"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216233"	"VAN030133"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440826"	"permit"	"npdes_gp"	"VAN030146"	"LAKE ANNA ENVIRONMENTAL SERVICES STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216233"	"VAN030146"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440827"	"permit"	"npdes_gp"	"VAN030154"	"LOUISA COUNTY WATER AUTHORITY - AGGREGATE NUTRIENT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216233"	"VAN030154"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440828"	"permit"	"npdes_gp"	"VAN030156"	"WOODFORD ESTATES MHC LIMITED LIABILITY CORPORATION"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216233"	"VAN030156"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440829"	"permit"	"npdes_gp"	"VAN040063"	"BUENA VISTA STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216234"	"VAN040063"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440830"	"permit"	"npdes_gp"	"VAN040065"	"COVINGTON CITY - WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216234"	"VAN040065"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440831"	"permit"	"npdes_gp"	"VAN040066"	"GP BIG ISLAND LLC"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216234"	"VAN040066"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440832"	"permit"	"npdes_gp"	"VAN040067"	"MOHAWK INDUSTRIES INC"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216234"	"VAN040067"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440833"	"permit"	"npdes_gp"	"VAN040068"	"LEXINGTON-ROCKBRIDGE REGIONAL WQCF"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216234"	"VAN040068"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440834"	"permit"	"npdes_gp"	"VAN040069"	"ALLEGHANY COUNTY - AGGREGATE NUTRIENT DISCHARGE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216234"	"VAN040069"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440835"	"permit"	"npdes_gp"	"VAN040070"	"WESTROCK VIRGINIA CORPORATION - COVINGTON"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216234"	"VAN040070"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440836"	"permit"	"npdes_gp"	"VAN040071"	"RUTLEDGE CREEK WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216234"	"VAN040071"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440837"	"permit"	"npdes_gp"	"VAN040072"	"BWXT NUCLEAR OPERATIONS GROUP INC"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216235"	"VAN040072"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440838"	"permit"	"npdes_gp"	"VAN040073"	"GREIF RIVERVILLE LLC - FIBRE PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216235"	"VAN040073"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440839"	"permit"	"npdes_gp"	"VAN040074"	"LAKE MONTICELLO STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216235"	"VAN040074"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440840"	"permit"	"npdes_gp"	"VAN040075"	"LYNCHBURG REGIONAL WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216235"	"VAN040075"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440841"	"permit"	"npdes_gp"	"VAN040076"	"MOORES CREEK ADVANCED WATER RESOURCE RECOVERY FAC"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216235"	"VAN040076"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440842"	"permit"	"npdes_gp"	"VAN040077"	"DOC POWHATAN CORRECTIONAL CENTER"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216235"	"VAN040077"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440843"	"permit"	"npdes_gp"	"VAN040078"	"THE SUSTAINABILITY PARK LLC"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216235"	"VAN040078"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440844"	"permit"	"npdes_gp"	"VAN040079"	"E I DU PONT DE NEMOURS AND COMPANY - SPRUANCE PLT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216235"	"VAN040079"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440845"	"permit"	"npdes_gp"	"VAN040080"	"CHESTERFIELD COUNTY - AGGREGATE NUTRIENT DISCHARGE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216235"	"VAN040080"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440846"	"permit"	"npdes_gp"	"VAN040081"	"HENRICO COUNTY WATER RECLAMATION FACILITY"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216236"	"VAN040081"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440847"	"permit"	"npdes_gp"	"VAN040082"	"ADVANSIX RESINS & CHEMICALS LLC"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216236"	"VAN040082"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440848"	"permit"	"npdes_gp"	"VAN040083"	"HOPEWELL WATER RENEWAL"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216236"	"VAN040083"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440849"	"permit"	"npdes_gp"	"VAN040084"	"PHILIP MORRIS USA INCORPORATED - PARK 500"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216236"	"VAN040084"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440850"	"permit"	"npdes_gp"	"VAN040085"	"RICHMOND WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216236"	"VAN040085"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440851"	"permit"	"npdes_gp"	"VAN040086"	"DOMINION ENERGY - CHESTERFIELD POWER STATION"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216236"	"VAN040086"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440852"	"permit"	"npdes_gp"	"VAN040087"	"SOUTH CENTRAL WASTEWATER AUTHORITY WWTF"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216236"	"VAN040087"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440853"	"permit"	"npdes_gp"	"VAN040089"	"TYSON FARMS INCORPORATED - GLEN ALLEN"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216237"	"VAN040089"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440854"	"permit"	"npdes_gp"	"VAN040090"	"HRSD - JAMES RIVER - AGGREGATE NUTRIENT DISCHARGE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216237"	"VAN040090"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440855"	"permit"	"npdes_gp"	"VAN040097"	"FARMVILLE ADVANCED WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216237"	"VAN040097"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440856"	"permit"	"npdes_gp"	"VAN040100"	"CREWE WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216237"	"VAN040100"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440857"	"permit"	"npdes_gp"	"VAN040103"	"WINTERGREEN STONEY CREEK STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216237"	"VAN040103"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440858"	"permit"	"npdes_gp"	"VAN040104"	"DILLWYN WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216237"	"VAN040104"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440859"	"permit"	"npdes_gp"	"VAN040105"	"AMELIA CH SAN DIST - AGGREGATE NUTRIENT DISCHARGE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216237"	"VAN040105"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440860"	"permit"	"npdes_gp"	"VAN040106"	"PALMYRA AREA WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216237"	"VAN040106"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440861"	"permit"	"npdes_gp"	"VAN040118"	"DOC - AUGUSTA CORRECTIONAL CENTER"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216238"	"VAN040118"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440862"	"permit"	"npdes_gp"	"VAN040126"	"CENTRAL WWTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216238"	"VAN040126"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440863"	"permit"	"npdes_gp"	"VAN040127"	"SUFFOLK CITY - G ROBERT HOUSE JR WTP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216238"	"VAN040127"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440864"	"permit"	"npdes_gp"	"VAN040132"	"DEER PARK STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216238"	"VAN040132"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440865"	"permit"	"npdes_gp"	"VAN040140"	"FINCASTLE TOWN - REGIONAL SEWAGE TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216238"	"VAN040140"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440866"	"permit"	"npdes_gp"	"VAN040141"	"KESWICK STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216238"	"VAN040141"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440867"	"permit"	"npdes_gp"	"VAN040143"	"EHEART SUBDIVISION STP"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216238"	"VAN040143"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440868"	"permit"	"npdes_gp"	"VAN040145"	"OILVILLE WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216238"	"VAN040145"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440869"	"permit"	"npdes_gp"	"VAN040173"	"MANAKIN FARMS WATEWATER TREATMENT PLANT (WWTP)"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216239"	"VAN040173"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440870"	"permit"	"npdes_gp"	"VAN050001"	"CAPE CHARLES TOWN - WASTEWATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216239"	"VAN050001"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440871"	"permit"	"npdes_gp"	"VAN050002"	"ONANCOCK TOWN - WASTE WATER TREATMENT PLANT"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216239"	"VAN050002"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440872"	"permit"	"npdes_gp"	"VAN050003"	"RIVERSIDE SHORE MEMORIAL HOSPITAL"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216239"	"VAN050003"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440873"	"permit"	"npdes_gp"	"VAN050004"	"TANGIER TOWN"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216239"	"VAN050004"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440874"	"permit"	"npdes_gp"	"VAN050005"	"TYSON FARMS INC - TEMPERANCEVILLE"	"active"	"General Permit Covered Facility"	"1483246800"	"1640926800"	"1544216239"	"VAN050005"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440875"	"permit"	"npdes_gp"	"VAR040029"	"CITY OF SUFFOLK - MS4"	"expired"	"General Permit Covered Facility"	"1372651200"	"1530331200"	"1544216239"	"VAR040029"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440876"	"permit"	"npdes_gp"	"VAR040035"	"JOINT BASE LANGLEY EUSTIS (JBLE)"	"expired"	"General Permit Covered Facility"	"1372651200"	"1530331200"	"1544216240"	"VAR040035"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440877"	"permit"	"npdes_gp"	"VAR040057"	"CITY OF ALEXANDRIA"	"expired"	"General Permit Covered Facility"	"1372651200"	"1530331200"	"1544216240"	"VAR040057"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440878"	"permit"	"npdes_gp"	"VAR040071"	"STAFFORD COUNTY PUBLIC SCHOOLS"	"expired"	"General Permit Covered Facility"	"1372651200"	"1530331200"	"1544216240"	"VAR040071"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440879"	"permit"	"npdes_gp"	"VAR040075"	"MS4-HARRISONBURG, VIRGINIA"	"expired"	"General Permit Covered Facility"	"1372651200"	"1530331200"	"1544216240"	"VAR040075"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440880"	"permit"	"npdes_gp"	"VAR040100"	"PRINCE WILLIAM COUNTY SCHOOL DIVISION"	"expired"	"General Permit Covered Facility"	"1372651200"	"1530331200"	"1544216240"	"VAR040100"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440881"	"permit"	"npdes_gp"	"VAR040104"	"FAIRFAX COUNTY PUBLIC SCHOOLS"	"expired"	"General Permit Covered Facility"	"1372651200"	"1530331200"	"1544216240"	"VAR040104"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440882"	"permit"	"npdes_gp"	"VAR040113"	"FREDERICK COUNTY PUBLIC SCHOOLS"	"expired"	"General Permit Covered Facility"	"1372651200"	"1530331200"	"1544216241"	"VAR040113"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440883"	"permit"	"npdes_gp"	"VAR040114"	"NORFOLK NAVAL STATION-MS4"	"expired"	"General Permit Covered Facility"	"1372651200"	"1530331200"	"1544216241"	"VAR040114"	"6115"	"1"	""	""	""	""	""	""	"416194"
