"DEQ.ID.of.Source"	"FacilityName"	"Latitude"	"Longitude"	"vwuds_flag_coord"	"Corrected_Latitude"	"Corrected_Longitude"
64258	"STONEY CREEK"	37.906388888	-78.885277777	""	37.906388888	-78.885277777
64260	"RAINBOW FOREST SERVICE AREA"	37.359722222	-79.851388888	""	37.359722222	-79.851388888
64261	"LAKE WILDERNESS SERVICE AREA"	38.312777777	-77.739166666	""	38.312777777	-77.739166666
64262	"COE FARM"	37.147203	-77.524677	""	37.147203	-77.524677
64263	"GRAINFIELD FARM"	0.1	0	"vwuds_flag_coord"	37.247333	-76.950928
64264	"GRAINFIELD FARM"	37.665	-77.191944444	""	37.665	-77.191944444
64265	"Cameron Hills Golf Links"	38.19	-77.1	""	38.19	-77.1
64268	"PARK 500"	37.341667	-77.283333	""	37.341667	-77.283333
64269	"POCAHONTAS STATE PARK"	37.345	-77.576111111	""	37.345	-77.576111111
64272	"Grange Hall School"	37.388	-77.766	""	37.388	-77.766
64273	"LAKE LAND 'OR SERVICE AREA"	99	-99	"vwuds_flag_coord"	38.025277777	-77.572777777
64274	"WINDY GAP SERVICE AREA"	37.183611111	-79.886944444	""	37.183611111	-79.886944444
64275	"Salem Woods Subd"	38.43279	-78.10737	""	38.43279	-78.10737
64278	"JAMES RIVER EST SERVICE AREA"	37.575	-77.661111111	""	37.575	-77.661111111
64280	"KINSALE SERVICE AREA"	38.02876	-76.58504	""	38.02876	-76.58504
64281	"LAKE SHAWNEE SERVICE AREA"	37.5375	-77.811944444	""	37.5375	-77.811944444
64283	"JAMES RIVER EST SERVICE AREA"	37.575	-77.661111111	""	37.575	-77.661111111
64284	"JAMES RIVER EST SERVICE AREA"	37.580833333	-77.664166666	""	37.580833333	-77.664166666
64285	"RURAL RETREAT SERVICE AREA"	36.869609286	-81.271059191	""	36.869609286	-81.271059191
64286	"RIVERSIDE DAIRY"	38.410277777	-78.976666666	""	38.410277777	-78.976666666
64287	"KILDARE SERVICE AREA"	37.595833333	-77.494444444	""	37.595833333	-77.494444444
64288	"WESTWOOD MANOR SERVICE AREA"	37.600277777	-77.515277777	""	37.600277777	-77.515277777
64289	"WOODLAWN FARMS SERVICE AREA"	37.623611111	-77.525555555	""	37.623611111	-77.525555555
64290	"COURTNEY SERVICE AREA"	37.654722222	-77.528888888	""	37.654722222	-77.528888888
64291	"COURTNEY SERVICE AREA"	37.661388888	-77.525277777	""	37.661388888	-77.525277777
64292	"BILTMORE SERVICE AREA"	37.65	-77.463888888	""	37.65	-77.463888888
64293	"RIDGECREST SERVICE AREA"	37.691666666	-77.490833333	""	37.691666666	-77.490833333
64294	"STRATFORD VILLAGE SERVICE AREA"	37.587777777	-77.413055555	""	37.587777777	-77.413055555
64295	"WOODLAWN FARMS SERVICE AREA"	37.628333333	-77.525833333	""	37.628333333	-77.525833333
64299	"SMALL SYSTEMS"	38.8411	-78.577839	""	38.8411	-78.577839
64303	"POWHATAN CH SERVICE AREA"	37.545277777	-77.906944444	""	37.545277777	-77.906944444
64304	"MANAKIN FARMS SERVICE AREA"	37.604166666	-77.716666666	""	37.604166666	-77.716666666
64305	"Tartan (Kingsland & Green)"	37.67434	-76.43256	""	37.67434	-76.43256
64306	"SMALL SYSTEMS"	38.828914	-78.5823	""	38.828914	-78.5823
64307	"SMALL SYSTEMS"	38.828386	-78.579575	""	38.828386	-78.579575
64308	"Mayhew Farm"	99	-99	"vwuds_flag_coord"	38.673076	-77.48862
64309	"SMALL SYSTEMS"	99	-99	"vwuds_flag_coord"	37.775289	-77.521187
64310	"NELSON PARK SERVICE AREA"	37.265833333	-76.668055555	""	37.265833333	-76.668055555
64311	"YORK TERRACE SERVICE AREA"	37.263888888	-76.659444444	""	37.263888888	-76.659444444
64313	"WEDGEWOOD FARMS SERVICE AREA"	37.509722222	-77.366666666	""	37.509722222	-77.366666666
64314	"Pine Heights"	37.505555555	-77.263888888	""	37.505555555	-77.263888888
64315	"LAKE LAND 'OR SERVICE AREA"	38.030555555	-77.546944444	""	38.030555555	-77.546944444
64316	"Popular Corners Subd"	38.62376	-77.94195	""	38.62376	-77.94195
64317	"LAKE SHAWNEE SERVICE AREA"	37.533055555	-77.815	""	37.533055555	-77.815
64320	"ALGONKIAN REGIONAL PARK"	39.0625	-77.375	""	39.0625	-77.375
64321	"LAKE SHAWNEE SERVICE AREA"	37.533055555	-77.815555555	""	37.533055555	-77.815555555
64325	"MANAKIN FARMS SERVICE AREA"	37.604166666	-77.716666666	""	37.604166666	-77.716666666
64329	"MANAKIN FARMS SERVICE AREA"	0.1	0	"vwuds_flag_coord"	37.604166666	-77.716666666
64330	"CULPEPER SERVICE AREAS"	38.585277777	-78.056944444	""	38.585277777	-78.056944444
64333	"WILSONS PLANT"	37.116666666	-77.8125	""	37.116666666	-77.8125
64334	"VPI & SU  TIDEWATER AREC"	0.1	0	"vwuds_flag_coord"	36.68	-76.758055555
64335	"SPRINGWOOD FARMS LLC"	0.1	0	"vwuds_flag_coord"	39.076759155	-78.256031025
64338	"BATTLE GLEN FARM"	38.21974	-78.8822	""	38.21974	-78.8822
64341	"ELM FARM MOBILE HOME PARK"	38.658888888	-77.321388888	""	38.658888888	-77.321388888
64342	"MOORE AND DORSEY INC"	39.107222222	-77.905277777	""	39.107222222	-77.905277777
64343	"BUSHSWAMP FARMS"	0.1	0	"vwuds_flag_coord"	37.70542	-75.807656
64344	"CRESCENT DALE FARMS"	0.1	0	"vwuds_flag_coord"	37.717976	-75.665869
64346	"MELVIN D OWEN"	0.1	0	"vwuds_flag_coord"	36.75055	-79.359585
64347	"BIG STONE GAP WTP"	36.865833333	-82.783333333	""	36.865833333	-82.783333333
64349	"LAKE LAND 'OR SERVICE AREA"	38.025277777	-77.572777777	""	38.025277777	-77.572777777
64350	"SMALL SYSTEMS"	38.872831	-78.599197	""	38.872831	-78.599197
64351	"Overlook 1"	38.45754	-78.04268	""	38.45754	-78.04268
64352	"Brink Concentrator Site System"	37	77	"vwuds_flag_coord"	37	-77
64353	"RICHARD L  SCRUGGS"	36.956666666	-79.349722222	""	36.956666666	-79.349722222
64354	"INGLESIDE PLANTATION NURSERIES"	0.1	0	"vwuds_flag_coord"	38.151928	-77.005976
64355	"MUDDY CREEK"	38.445555	-78.9836111	""	38.445555	-78.9836111
64356	"HILLSIDE ACRES"	0.1	0	"vwuds_flag_coord"	38.782959	-78.729291
64357	"Henely Farm"	36.695555555	-75.995	""	36.695555555	-75.995
64358	"DALTON FARMS"	36.766666666	-80.5	""	36.766666666	-80.5
64359	"CARL BOUSMAN"	0.1	0	"vwuds_flag_coord"	36.915178	-79.667625
64362	"WEAVERS BERRIES"	0.1	0	"vwuds_flag_coord"	38.086574	-79.142979
64363	"FULTON C CONNER"	0.1	0	"vwuds_flag_coord"	36.942888	-78.805002
64364	"W A PROSISE"	0.1	0	"vwuds_flag_coord"	37.149648	-77.88191
64365	"Outten Farm"	37.8343231	-75.5765901	""	37.8343231	-75.5765901
64366	"ALVIN MEADOWS"	0.1	0	"vwuds_flag_coord"	38.380516	-78.257436
64367	"KELLEY FARMS INC."	0.1	0	"vwuds_flag_coord"	37.979139	-75.530233
64368	"SIX-O-FIVE VILLAGE"	99	-99	"vwuds_flag_coord"	37.97353	-77.915601
64369	"SYDNOR - small well systems"	38.036803	-78.648227	""	38.036803	-78.648227
64370	"Oak Marr Golf Complex"	38.87859	-77.3145	""	38.87859	-77.3145
64371	"LAKE LAND 'OR SERVICE AREA"	38.017777777	-77.560833333	""	38.017777777	-77.560833333
64372	"DAVID HUDSON"	0.1	0	"vwuds_flag_coord"	36.688634	-78.864849
64373	"GORDEN WINFIELD, III"	0.1	0	"vwuds_flag_coord"	37.077463	-77.585843
64374	"CONCORD CONCENTRATOR SITE"	365218	773443	"vwuds_flag_coord"	36.5218	-77.3443
64376	"Brink Concentrator Site System"	36.65822	-77.6268	""	36.65822	-77.6268
64378	"MANAKIN FARMS SERVICE AREA"	0.1	0	"vwuds_flag_coord"	37.604166666	-77.716666666
64379	"MILL QUARTER PLANTATION"	37.496666666	-77.918611111	""	37.496666666	-77.918611111
64380	"Cypress Banks"	37.396642	-76.967318	""	37.396642	-76.967318
64381	"ANDREW LEWIS PLACE SERV AREA"	37.283055555	-80.121666666	""	37.283055555	-80.121666666
64382	"WHITE OAKS SERVICE AREA"	37.395	-79.83	""	37.395	-79.83
64383	"BERKELEY PUMP CO. GOLF COURSE"	37.5125	-77.172222222	""	37.5125	-77.172222222
64385	"ROLLING OAKS FARM"	37.691388888	-77.582222222	""	37.691388888	-77.582222222
64386	"Williamsburg Country Club"	0.1	0	"vwuds_flag_coord"	37.243546	-76.639854
64387	"L. WAYNE OSBORNE"	0.1	0	"vwuds_flag_coord"	36.847187	-79.591445
64388	"KESWICK ESTATES UTILITIES, LLC"	37.999722222	-78.344722222	""	37.999722222	-78.344722222
64389	"SYDNOR - small well systems"	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
64390	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64391	"Parks Farm 2"	37.754291	-75.611373	""	37.754291	-75.611373
64392	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64393	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	37.544109	-77.441791
64394	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	37.526263	-76.419289
64395	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	37.526263	-76.419289
64396	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	37.526263	-76.419289
64397	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	37.544109	-77.441791
64400	"OAKWOOD SERVICE AREA"	-99	-99	"vwuds_flag_coord"	37.375034	-79.856067
64401	"Marshall-Johnson-Grapeland Complex"	0.1	0	"vwuds_flag_coord"	37.601666666	-75.826111111
64402	"Walker Farm"	0.1	0	"vwuds_flag_coord"	37.615366666	-75.807072222
64403	"COVE COLONY SERVICE AREA"	37.689444444	-76.4925	""	37.689444444	-76.4925
64404	"I-64 GOOCHLAND REST AREA"	37.699444444	-77.75	""	37.699444444	-77.75
64405	"Roxbury Industrial Center"	99	-99	"vwuds_flag_coord"	37.455095	-77.147237
64406	"EAGLE TREE"	38.111	-76.998	""	38.111	-76.998
64407	"GRAINFIELD FARM"	-77.248406	37.70033	"vwuds_flag_coord"	37.70033	-77.248406
64410	"Sewells Point Golf Course"	36.923055555	-76.283888888	""	36.923055555	-76.283888888
64411	"MICHEAL N PALMER"	36.906111111	-79.647777777	""	36.906111111	-79.647777777
64412	"AUBREY H LEWIS"	0.1	0	"vwuds_flag_coord"	37.729653	-75.656599
64413	"Princess Anne Athletic Complex"	36.76437875	-76.10297003	""	36.76437875	-76.10297003
64414	"FOREST LODGE SERVICE AREA"	0.1	0.1	"vwuds_flag_coord"	37.98757	-78.535921
64415	"ALVIN RICE JR"	0.1	0	"vwuds_flag_coord"	36.970408	-77.846933
64416	"EUGENE EDMONDS"	0.1	0	"vwuds_flag_coord"	36.953647	-79.358828
64417	"TIMBER RIDGE FRUIT FARM"	0.1	0	"vwuds_flag_coord"	39.259377	-78.380591
64418	"MERRYVALE FARMS"	-76.43805	37.5577	"vwuds_flag_coord"	37.5577	-76.43805
64419	"Dogwood Trace Golf Course (formerly LEE PARK GOLF COURSE)"	37.194001	-77.390163	""	37.194001	-77.390163
64424	"James H. Ritchie"	37.147222	-77.52444	""	37.147222	-77.52444
64426	"Farms"	-99	-99	"vwuds_flag_coord"	36.762834	-79.65384
64427	"CRITZER FAMILY FARM"	38.019444444	-78.823333333	""	38.019444444	-78.823333333
64428	"ELKTON SERVICE AREA"	38.42125	-78.608239	""	38.42125	-78.608239
64429	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64430	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64431	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64432	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64433	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64435	"TANKARD NURSERIES"	0.1	0	"vwuds_flag_coord"	37.513303	-75.836241
64436	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64437	"SHENANDOAH BREWERY "	-38.363591833	-78.680272663	"vwuds_flag_coord"	38.363591833	-78.680272663
64438	"LABELLEVUE SERVICE AREA"	37.326944444	-79.891666666	""	37.326944444	-79.891666666
64439	"JERRIDALE FARM"	0.1	0	"vwuds_flag_coord"	38.336507	-78.782618
64440	"Bell Nursery (formerly Blue Ridge Growers, Inc.)"	38.436944444	-77.861388888	""	38.436944444	-77.861388888
64442	"EUGENE EDMONDS"	0.1	0	"vwuds_flag_coord"	36.953647	-79.358828
64443	"Enfield Nursery"	-77.0351	37.754466666	"vwuds_flag_coord"	37.754466666	-77.0351
64444	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64445	"WINDMERE POINT"	-99	99	"vwuds_flag_coord"	37.06581	-79.623465
64446	"ALTAVISTA PLANT"	37.131944444	-79.269722222	""	37.131944444	-79.269722222
64447	"ALTAVISTA PLANT"	37.131666666	-79.269166666	""	37.131666666	-79.269166666
64449	"Overlook 3 - Cave"	38.4624	-78.04301	""	38.4624	-78.04301
64450	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64451	"CREEK RUN FARM"	-99	-99	"vwuds_flag_coord"	38.190853	-79.404675
64452	"Enfield Nursery"	-77.0351	37.754466666	"vwuds_flag_coord"	37.754466666	-77.0351
64453	"Chantilly Plant"	38.9241	-77.4971	""	38.9241	-77.4971
64454	"Hatchers Run Creek"	37.1577	-77.52703	""	37.1577	-77.52703
64456	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64457	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64458	"J L WALKER"	0.1	0	"vwuds_flag_coord"	36.882585	-79.654938
64460	"Townfield"	0	0	"vwuds_flag_coord"	37.287392	-75.994516
64461	"HARD ACRES FARM"	-99	-99	"vwuds_flag_coord"	37.304274	-78.082425
64462	"INGLESIDE PLANTATION NURSERIES"	0.1	0	"vwuds_flag_coord"	38.151928	-77.005976
64463	"Townfield"	0	0	"vwuds_flag_coord"	37.287392	-75.994516
64464	"Townfield"	0	0	"vwuds_flag_coord"	37.287392	-75.994516
64465	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64466	"SYDNOR - small well systems"	37.705	-77.786666666	""	37.705	-77.786666666
64471	"WINDMERE POINT"	37.063020359	-79.62614572	""	37.063020359	-79.62614572
64473	"Mountain View #1"	38.50379	-77.99758	""	38.50379	-77.99758
64474	"Plane River Farm"	38.28114	-78.859	""	38.28114	-78.859
64476	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64477	"EARLYSVILLE PLANT"	38.137542794	-78.492786169	""	38.137542794	-78.492786169
64478	"Marlbank Farms"	38.109283	-77.063157	""	38.109283	-77.063157
64479	"Newman South"	0.1	0	"vwuds_flag_coord"	37.345546	-75.910283
64480	"LYNCHBURG PLANT"	37.422222222	-79.141666666	""	37.422222222	-79.141666666
64481	"COX FARMS"	0.1	0	"vwuds_flag_coord"	37.096179	-76.841469
64483	"Townfield"	0	0	"vwuds_flag_coord"	37.287392	-75.994516
64484	"Warren Bain Farms"	0.1	0	"vwuds_flag_coord"	37.075127	-77.565731
64485	"Townfield"	0	0	"vwuds_flag_coord"	37.287392	-75.994516
64488	"CARL BOUSMAN"	0.1	0	"vwuds_flag_coord"	36.915178	-79.667625
64490	"Parks Farm 2"	37.754291	-75.611373	""	37.754291	-75.611373
64493	"QUEENS LAKE SERVICE AREA"	37.2975	-76.661111111	""	37.2975	-76.661111111
64494	"Townfield"	0	0	"vwuds_flag_coord"	37.287392	-75.994516
64495	"SYDNOR - small well systems"	37.613055555	-77.716111111	""	37.613055555	-77.716111111
64496	"Townfield"	0	0	"vwuds_flag_coord"	37.287392	-75.994516
64497	"WAYNESBORO NURSERIES"	0	0	"vwuds_flag_coord"	38.039814	-78.945956
64498	"SYDNOR - BRAXTON'S LANDING"	-99	-99	"vwuds_flag_coord"	37.559846	-77.415355
64499	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	37.544109	-77.441791
64501	"WINDMERE POINT"	37.063028921	-79.626151084	""	37.063028921	-79.626151084
64502	"Broaddus Farms"	37.915013	-77.316223	""	37.915013	-77.316223
64503	"WAYNESBORO"	38.075833333	-78.882222222	""	38.075833333	-78.882222222
64504	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64505	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64506	"Brink Concentrator Site System"	36.65422	-77.61973	""	36.65422	-77.61973
64507	"Farms"	-99	-99	"vwuds_flag_coord"	36.821862	-79.478908
64508	"Tasley Farm"	37.721063	-75.716882	""	37.721063	-75.716882
64509	"Somerset"	-99	-99	"vwuds_flag_coord"	38.358324	-78.018746
64510	"RAY A BENNETT"	0.1	0	"vwuds_flag_coord"	36.973822	-79.194883
64511	"GREEN HILLS DAIRY LLC"	-77.923888888	37.470277777	"vwuds_flag_coord"	37.470277777	-77.923888888
64512	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	37.526263	-76.419289
64513	"Joan Kellam Farm"	37.564628	-75.80713	""	37.564628	-75.80713
64514	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	37.544109	-77.441791
64515	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	37.544109	-77.441791
64516	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	37.526263	-76.419289
64517	"CHERITON AND HOLLYDALE FARMS"	-99	-99	"vwuds_flag_coord"	37.312327	-75.927192
64518	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64519	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64520	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64521	"T HUME DIXON JR"	0.1	0	"vwuds_flag_coord"	37.189942	-75.948728
64522	"RIVER BEND COUNTRY CLUB"	0	0	"vwuds_flag_coord"	39.021261	-77.28689
64523	"RIVER BEND COUNTRY CLUB"	39.01972222	-77.28861111	""	39.01972222	-77.28861111
64524	"RIVER BEND COUNTRY CLUB"	0	0	"vwuds_flag_coord"	39.021261	-77.28689
64525	"BLACKWATER VALLEY FARM"	0.1	0	"vwuds_flag_coord"	37.025	-80.022777777
64527	"OAKWOOD SERVICE AREA"	-99	-99	"vwuds_flag_coord"	37.375034	-79.856067
64528	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64529	"INTERNATIONAL TN & COUNTRY CLB"	38.8875	-77.394444444	""	38.8875	-77.394444444
64530	"NORTH RIVER FARM"	38.39177	-79.00035	""	38.39177	-79.00035
64531	"RAY NEWMAN"	0.1	0	"vwuds_flag_coord"	36.873685	-76.118763
64532	"Enfield Nursery"	37.754466666	-77.0351	""	37.754466666	-77.0351
64533	"Onyx Hill Fruit and Plants"	38.449	-78.985	""	38.449	-78.985
64534	"Farms"	-99	-99	"vwuds_flag_coord"	36.821862	-79.478908
64535	"BAY CREEK RESORT & CLUB"	37.24146667	-76.01680556	""	37.24146667	-76.01680556
64536	"SYDNOR - small well systems"	-99	-99	"vwuds_flag_coord"	38.076055	-78.100844
64537	"RIVER BEND COUNTRY CLUB"	0	0	"vwuds_flag_coord"	39.021261	-77.28689
64538	"RIVER BEND COUNTRY CLUB"	0	0	"vwuds_flag_coord"	39.021261	-77.28689
64539	"DAVID L ADAMS"	0.1	0	"vwuds_flag_coord"	36.709622	-79.410198
64540	"KING GEORGE COUNTY WELL SYSTEM"	0	0	"vwuds_flag_coord"	38.213222	-77.033334
64541	"Dreamland Homes"	37.72802778	-75.66383333	""	37.72802778	-75.66383333
64542	"SYDNOR - small well systems"	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
64543	"Northampton County Government Complex"	37.35327778	-75.95161111	""	37.35327778	-75.95161111
64545	"CHERITON AND HOLLYDALE FARMS"	-99	-99	"vwuds_flag_coord"	37.312327	-75.927192
64547	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64550	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64551	"Van Kesteren Farms Incorporated"	-99	-99	"vwuds_flag_coord"	37.710406	-75.700399
64552	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64553	"YAROS FARMS INC"	-99	-99	"vwuds_flag_coord"	37.198628	-75.979423
64554	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64555	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64556	"HARTLAND INSTITUTE"	0	0	"vwuds_flag_coord"	38.333215	-78.099092
64557	"HIGH KNOB"	38.893754861	-78.111020825	""	38.893754861	-78.111020825
64558	"FOREST PARK COUNTRY CLUB, INC."	36.646944444	-79.834166666	""	36.646944444	-79.834166666
64559	"Farms"	-99	-99	"vwuds_flag_coord"	37.063439	-79.134524
64560	"GREEN HILLS DAIRY LLC"	-77.921388888	37.480277777	"vwuds_flag_coord"	37.480277777	-77.921388888
64561	"Mrs. Emma Lou Showalter"	38.39865	-78.94863	""	38.39865	-78.94863
64562	"BURKEVILLE SERVICE AREA"	37.181944444	-78.193055555	""	37.181944444	-78.193055555
64563	"TURNER FAMILY FARMS LLC"	-99	-99	"vwuds_flag_coord"	37.149611	-77.524913
64564	"CHERITON AND HOLLYDALE FARMS"	-99	-99	"vwuds_flag_coord"	37.312327	-75.927192
64565	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64566	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64567	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64568	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64571	"GOLD LEAF FARMS INC"	99	-99	"vwuds_flag_coord"	36.726775	-79.297798
64572	"Renwood @ Curles Neck"	99	-99	"vwuds_flag_coord"	37.247318	-76.950949
64574	"CAVE VIEW FARMS INC"	38.295277777	-78.876666666	""	38.295277777	-78.876666666
64578	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64579	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64580	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64581	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64582	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64583	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64584	"SMALL SYSTEMS"	99	-99	"vwuds_flag_coord"	37.775289	-77.521187
64585	"COX FARMS"	0.1	0	"vwuds_flag_coord"	37.096179	-76.841469
64586	"HARTLAND INSTITUTE"	0	0	"vwuds_flag_coord"	38.333215	-78.099092
64587	"DONALD L MOORE"	99	-99	"vwuds_flag_coord"	36.820314	-79.522199
64588	"Farms"	-99	-99	"vwuds_flag_coord"	37.063439	-79.134524
64589	"GORDEN WINFIELD, III"	99	-99	"vwuds_flag_coord"	37.077463	-77.585843
64590	"Strange's Garden Center W. Broad St."	37.657	-77.634	""	37.657	-77.634
64591	"Townfield"	0	0	"vwuds_flag_coord"	37.287392	-75.994516
64592	"RONALD W CREWS"	-99	-99	"vwuds_flag_coord"	36.707346	-78.7433
64593	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64594	"RONALD W CREWS"	-99	-99	"vwuds_flag_coord"	36.707346	-78.7433
64595	"Townfield"	0	0	"vwuds_flag_coord"	37.287392	-75.994516
64596	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64597	"APPLE TREE VILLAGE S3/STEEPLEC"	-99	-99	"vwuds_flag_coord"	37.355667	-79.897819
64598	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64599	"LAWRENCEVILLE SERVICE AREA"	36.732	-77.867	""	36.732	-77.867
64600	"Cannon Ridge Golf Club"	38.33006	-77.52765	""	38.33006	-77.52765
64601	"THE BOARDWALK"	37.063936415	-79.630218505	""	37.063936415	-79.630218505
64602	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64603	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64604	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64605	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64606	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64607	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64608	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64609	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64610	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64612	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64613	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64614	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64615	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64618	"Somerset"	-99	-99	"vwuds_flag_coord"	38.207564	-78.21806
64620	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64621	"OAKWOOD SERVICE AREA"	-99	-99	"vwuds_flag_coord"	37.375034	-79.856067
64622	"OAKWOOD SERVICE AREA"	-99	-99	"vwuds_flag_coord"	37.375034	-79.856067
64623	"ROYAL STONE PLANT"	37.694166666	-77.641666666	""	37.694166666	-77.641666666
64624	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64625	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64626	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64627	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64628	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64629	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64630	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64631	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
64632	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64633	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.585125	-77.287202
64634	"SMALL SYSTEMS"	-99	-99	"vwuds_flag_coord"	37.656621	-77.374861
