"bundle"	"admincode"	"description"	"name"	"ftype"	"fstatus"	"startdate"	"enddate"	"permit_id"	"dh_link_admin_reg_issuer"
"permit"	"VA0090964"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"REHRIG UNITED"	"npdes_ip"	"revoked"	2007-08-15	2012-08-14	"VA0090964"	"epa"
"permit"	"VA0076805"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"REMINGTON WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2013-07-29	2018-07-28	"VA0076805"	"epa"
"permit"	"VA0001589"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RES DBA STEEL DYNAMICS ROANOKE BAR DIVISION"	"npdes_ip"	"active"	2016-08-01	2021-06-30	"VA0001589"	"epa"
"permit"	"VA0091995"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RESTON LAKE ANNE AIR CONDITIONING CORPORATION"	"npdes_ip"	"active"	2017-05-08	2022-05-07	"VA0091995"	"epa"
"permit"	"VA0087114"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"REUSENS HYDROELECTRIC PLANT"	"npdes_ip"	"active"	2014-05-28	2019-04-30	"VA0087114"	"epa"
"permit"	"VA0068314"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RHAPSODY INDUSTRIAL PARK - PURGO"	"npdes_ip"	"active"	2013-06-01	2018-05-31	"VA0068314"	"epa"
"permit"	"VA0021041"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RICH CREEK TOWN - SEWAGE TREAT"	"npdes_ip"	"revoked"	2008-06-16	2013-02-16	"VA0021041"	"epa"
"permit"	"VA0021199"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RICHLANDS REGIONAL WWTF"	"npdes_ip"	"active"	2017-09-01	2022-08-31	"VA0021199"	"epa"
"permit"	"VA0063649"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RICHMOND COUNTRY CLUB INC"	"npdes_ip"	"active"	2015-06-01	2020-05-31	"VA0063649"	"epa"
"permit"	"VA0090301"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RICHMOND INTERNATIONAL AIRPORT"	"npdes_ip"	"active"	2016-07-11	2021-06-30	"VA0090301"	"epa"
"permit"	"VA0063177"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RICHMOND WWTP"	"npdes_ip"	"active"	2013-07-12	2018-06-30	"VA0063177"	"epa"
"permit"	"VAN040085"	"General Permit Covered Facility"	"RICHMOND WWTP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040085"	"epa"
"permit"	"VA0092681"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RIDGEVIEW HIGH AND MIDDLE SCHOOL"	"npdes_ip"	"active"	2017-06-01	2022-05-31	"VA0092681"	"epa"
"permit"	"VA0024040"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RINER WWTP"	"npdes_ip"	"active"	2017-10-01	2022-09-30	"VA0024040"	"epa"
"permit"	"VA0028029"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RIVER RIDGE ASSOCIATION INC"	"npdes_ip"	"active"	2014-10-01	2019-09-30	"VA0028029"	"epa"
"permit"	"VA0071641"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RIVERSIDE CONVALESCENT CENTER MATHEWS"	"npdes_ip"	"revoked"	2011-09-09	2016-09-08	"VA0071641"	"epa"
"permit"	"VA0027537"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RIVERSIDE SHORE MEMORIAL HOSPITAL"	"npdes_ip"	"active"	2017-12-01	2022-11-30	"VA0027537"	"epa"
"permit"	"VAN050003"	"General Permit Covered Facility"	"RIVERSIDE SHORE MEMORIAL HOSPITAL"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN050003"	"epa"
"permit"	"WV1008781"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"ROADFORK LOADOUT"	"npdes_ip"	"active"	2013-11-22	2018-02-14	"WV1008781"	"epa"
"permit"	"VA0072397"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"ROANOKE CEMENT CO - BOTETOURT COUNTY"	"npdes_ip"	"active"	2016-10-01	2021-09-30	"VA0072397"	"epa"
"permit"	"VAG112005"	"General Permit Covered Facility"	"ROANOKE CONCRETE SUPPLY CO"	"npdes_gp"	"expired"	2008-10-01	2013-09-30	"VAG112005"	"epa"
"permit"	"VA0077895"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"ROANOKE MOOSE LODGE #284 STP"	"npdes_ip"	"active"	2018-03-01	2023-02-28	"VA0077895"	"epa"
"permit"	"VA0092045"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"ROBINETTE MOBILE HOME PARK WWTP"	"npdes_ip"	"active"	2017-02-01	2022-01-31	"VA0092045"	"epa"
"permit"	"WV0045144"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"ROCK NARROWS NO. 12 MINE"	"npdes_ip"	"active"	2018-09-11	2023-09-06	"WV0045144"	"epa"
"permit"	"VA0085952"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"ROCKY MOUNT TOWN SEWAGE TREATMENT PLANT"	"npdes_ip"	"active"	2016-12-01	2021-11-30	"VA0085952"	"epa"
"permit"	"VAG840204"	"General Permit Covered Facility"	"ROCKYDALE RIVANNA QUARRY"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAG840204"	"epa"
"permit"	"VA0092274"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"ROHOIC CREEK WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2013-11-01	2018-10-31	"VA0092274"	"epa"
"permit"	"VA0076015"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RONILE INC"	"npdes_ip"	"active"	2018-09-21	2023-09-20	"VA0076015"	"epa"
"permit"	"VA0026212"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"ROUND HILL TOWN WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2017-08-01	2022-07-31	"VA0026212"	"epa"
"permit"	"VAN010093"	"General Permit Covered Facility"	"ROUND HILL TOWN WASTEWATER TREATMENT PLANT"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010093"	"epa"
"permit"	"VAG110198"	"General Permit Covered Facility"	"ROXBURY READY MIX, INC."	"npdes_gp"	"expired"	2008-10-01	2013-09-30	"VAG110198"	"epa"
"permit"	"VA0092703"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RSW REGIONAL JAIL WWTP"	"npdes_ip"	"revoked"	2013-02-01	2018-01-31	"VA0092703"	"epa"
"permit"	"VA0021326"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RURAL RETREAT WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2013-10-06	2018-10-05	"VA0021326"	"epa"
"permit"	"VAN020108"	"General Permit Covered Facility"	"RUSH RIVER WASTEWATER TREATMENT PLANT"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN020108"	"epa"
"permit"	"VA0091651"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RUSH RIVER WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2016-06-01	2021-05-31	"VA0091651"	"epa"
"permit"	"VA0065951"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RUSSELL COUNTY RECLAMATION LLC - MOSS 3 PREP PLANT"	"npdes_ip"	"active"	2015-11-01	2020-10-31	"VA0065951"	"epa"
"permit"	"VA0026964"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RUSSELL PRATER ELEMENTARY SCHOOL"	"npdes_ip"	"revoked"	2014-03-15	2019-03-14	"VA0026964"	"epa"
"permit"	"VA0021261"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RUTHVILLE COMMUNITY CENTER WWTP"	"npdes_ip"	"active"	2013-11-05	2018-10-31	"VA0021261"	"epa"
"permit"	"VAN040071"	"General Permit Covered Facility"	"RUTLEDGE CREEK WWTP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040071"	"epa"
"permit"	"VA0031321"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RUTLEDGE CREEK WWTP"	"npdes_ip"	"active"	2014-12-28	2019-11-30	"VA0031321"	"epa"
"permit"	"VA0092720"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RYDER ENTERPRISES WWTP"	"npdes_ip"	"active"	2015-07-06	2020-06-30	"VA0092720"	"epa"
"permit"	"VA0092673"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"RYE VALLEY WATER AUTH SPRING F"	"npdes_ip"	"revoked"	2012-02-17	2017-02-16	"VA0092673"	"epa"
"permit"	"VA0092193"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SAINT PATRICKS CHURCH"	"npdes_ip"	"revoked"	2008-02-08	2013-02-07	"VA0092193"	"epa"
"permit"	"VA0026808"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SALTVILLE TOWN - WWTP"	"npdes_ip"	"active"	2018-03-01	2023-02-28	"VA0026808"	"epa"
"permit"	"VA0089010"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SAN DAMIANO SPIRITUAL LIFE CENTER"	"npdes_ip"	"active"	2015-04-01	2020-03-31	"VA0089010"	"epa"
"permit"	"WV1011928"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SAN-WEST NO. 4 MINE"	"npdes_ip"	"revoked"	2013-06-26	2018-06-25	"WV1011928"	"epa"
"permit"	"VAN010136"	"General Permit Covered Facility"	"SANDYS MOBILE HOME COURT (MHC) LLC STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010136"	"epa"
"permit"	"VA0088811"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SANDYS MOBILE HOME COURT (MHC) LLC STP"	"npdes_ip"	"active"	2015-01-01	2019-12-31	"VA0088811"	"epa"
"permit"	"VA0090379"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SARGENT SPRINGS WATER TREATMENT PLANT"	"npdes_ip"	"revoked"	2010-08-22	2015-08-21	"VA0090379"	"epa"
"permit"	"VA0026484"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCHUYLER STP"	"npdes_ip"	"active"	2017-01-01	2021-12-31	"VA0026484"	"epa"
"permit"	"VA0088081"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCHUYLER WTP"	"npdes_ip"	"revoked"	2008-11-20	2013-10-31	"VA0088081"	"epa"
"permit"	"VA0073121"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCHWARTZ SEWAGE TREATMENT PLAN"	"npdes_ip"	"revoked"	2013-06-02	2018-06-01	"VA0073121"	"epa"
"permit"	"VAR140049"	"General Permit Covered Facility"	"SCOOT PALLETS, INC"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR140049"	"epa"
"permit"	"VA0067351"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCOTT COUNTY PSA - HOLSTON REGIONAL WWTP"	"npdes_ip"	"active"	2018-04-01	2023-03-31	"VA0067351"	"epa"
"permit"	"VA0052434"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCOTT COUNTY PSA WATER TREATME"	"npdes_ip"	"revoked"	2006-08-12	2011-08-11	"VA0052434"	"epa"
"permit"	"VA0021083"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCOTT COUNTY SCHOOLS - HILTON ELEMENTARY"	"npdes_ip"	"active"	2018-09-01	2023-08-31	"VA0021083"	"epa"
"permit"	"VA0066311"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCOTT COUNTY SCHOOLS - TWIN SPRINGS HIGH"	"npdes_ip"	"active"	2016-04-01	2021-03-31	"VA0066311"	"epa"
"permit"	"VA0064033"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCOTT COUNTY SCHOOLS - YUMA EL"	"npdes_ip"	"revoked"	2008-08-19	2013-08-18	"VA0064033"	"epa"
"permit"	"VA0062103"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCOTTSBURG WWTP"	"npdes_ip"	"active"	2016-03-07	2021-03-06	"VA0062103"	"epa"
"permit"	"VA0055018"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCOTTSVILLE WTP"	"npdes_ip"	"revoked"	2010-03-01	2015-02-28	"VA0055018"	"epa"
"permit"	"VA0025470"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SCOTTSVILLE WWTP"	"npdes_ip"	"active"	2014-04-01	2019-03-31	"VA0025470"	"epa"
"permit"	"VA0091561"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SEAGATE TERMINALS LLC"	"npdes_ip"	"active"	2015-03-01	2020-02-29	"VA0091561"	"epa"
"permit"	"WV1006126"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SEMINOLE MINE"	"npdes_ip"	"active"	2013-06-13	2018-06-02	"WV1006126"	"epa"
"permit"	"VA0090361"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SEVEN SPRINGS WATER TREATMENT PLANT"	"npdes_ip"	"revoked"	2010-08-22	2015-08-21	"VA0090361"	"epa"
"permit"	"WV1027581"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SEWELL \"R\" MINE"	"npdes_ip"	"active"	2014-04-05	2019-04-04	"WV1027581"	"epa"
"permit"	"WV1021559"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SEWELL MINE"	"npdes_ip"	"active"	2014-01-17	2018-05-28	"WV1021559"	"epa"
"permit"	"WV1005642"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHAWNEE-PAGETON HAULROAD"	"npdes_ip"	"active"	2013-07-03	2018-04-06	"WV1005642"	"epa"
"permit"	"VA0024031"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHAWSVILLE SEWAGE TREATMENT PLANT"	"npdes_ip"	"active"	2014-01-01	2018-12-31	"VA0024031"	"epa"
"permit"	"VA0090271"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHEETZ TRAVEL CENTER #701"	"npdes_ip"	"revoked"	2014-10-01	2019-09-30	"VA0090271"	"epa"
"permit"	"VA0061743"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHEFFIELD ACRES STP"	"npdes_ip"	"revoked"	2011-07-01	2016-06-30	"VA0061743"	"epa"
"permit"	"VA0088846"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHEN VALLE LOGISTICS STP"	"npdes_ip"	"revoked"	2015-02-01	2020-01-31	"VA0088846"	"epa"
"permit"	"VAR320109"	"General Permit Covered Facility"	"SHENANDOAH AUTO PARTS"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR320109"	"epa"
"permit"	"VA0075451"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHENANDOAH BAPTIST CHURCH - CAMP EAGLE"	"npdes_ip"	"active"	2017-10-07	2022-09-30	"VA0075451"	"epa"
"permit"	"VA0076678"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHENANDOAH CROSSING STP"	"npdes_ip"	"active"	2013-07-10	2018-07-09	"VA0076678"	"epa"
"permit"	"VAN030119"	"General Permit Covered Facility"	"SHENANDOAH CROSSING STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN030119"	"epa"
"permit"	"VA0023825"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHENANDOAH STP"	"npdes_ip"	"active"	2016-08-01	2021-07-31	"VA0023825"	"epa"
"permit"	"VAR104191"	"General Permit Covered Facility"	"SHENSTONE"	"npdes_gp"	"expired"	2004-07-01	2009-06-30	"VAR104191"	"epa"
"permit"	"VAR101014"	"General Permit Covered Facility"	"SHENSTONE"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR101014"	"epa"
"permit"	"VA0091758"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHILLELAGH ESTATES"	"npdes_ip"	"active"	2011-03-24	2016-03-23	"VA0091758"	"epa"
"permit"	"VA0063606"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHORE HEALTHCARE GROUP LLC"	"npdes_ip"	"active"	2013-08-17	2018-08-16	"VA0063606"	"epa"
"permit"	"VA0092843"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHORTS CREEK WWTP"	"npdes_ip"	"active"	2014-11-14	2019-11-13	"VA0092843"	"epa"
"permit"	"VAR050214"	"General Permit Covered Facility"	"SHREDDED PRODUCTS CO"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050214"	"epa"
"permit"	"VA0028401"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SHRINE MONT STP"	"npdes_ip"	"revoked"	2007-07-05	2012-06-30	"VA0028401"	"epa"
"permit"	"VA0079057"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SIGN POST ESTATES WWTP"	"npdes_ip"	"active"	2017-06-01	2022-05-31	"VA0079057"	"epa"
"permit"	"VA0063614"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SIMMONS TERMINAL AND RESTAURANT"	"npdes_ip"	"active"	2014-02-15	2019-02-14	"VA0063614"	"epa"
"permit"	"VA0090140"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SIX O FIVE VILLAGE M H P STP"	"npdes_ip"	"active"	2014-05-25	2019-05-24	"VA0090140"	"epa"
"permit"	"VA0028916"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SKIPPERS WASTEWATER TREATMENT FACILITY"	"npdes_ip"	"active"	2013-09-30	2018-08-31	"VA0028916"	"epa"
"permit"	"VA0024422"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SKYLAND STP"	"npdes_ip"	"active"	2015-12-01	2020-11-30	"VA0024422"	"epa"
"permit"	"VA0075183"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SKYLINE RESORT INC STP"	"npdes_ip"	"active"	2017-09-01	2022-07-31	"VA0075183"	"epa"
"permit"	"VA0028037"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SKYLINE SWANNANOA STP"	"npdes_ip"	"active"	2016-07-01	2021-05-31	"VA0028037"	"epa"
"permit"	"VAR103461"	"General Permit Covered Facility"	"SLATE HILL HOUSING DEVELOPMENT"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR103461"	"epa"
"permit"	"VA0054330"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SLURRY PAVERS CHESTERFIELD FACILITY"	"npdes_ip"	"active"	2014-10-01	2019-09-30	"VA0054330"	"epa"
"permit"	"VA0084298"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SMITH MIDLAND INCORPORATED"	"npdes_ip"	"active"	2017-01-01	2021-12-31	"VA0084298"	"epa"
"permit"	"VA0074179"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SMITH MOUNTAIN DAM VISITOR CENTER SEWAGE TREATMENT"	"npdes_ip"	"active"	2017-10-07	2022-09-30	"VA0074179"	"epa"
"permit"	"VA0029688"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SMYTH COUNTY PUBLIC SCHOOLS - NORTHWOOD MIDDLE"	"npdes_ip"	"active"	2017-07-01	2022-06-30	"VA0029688"	"epa"
"permit"	"VA0003433"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SOLENIS LLC"	"npdes_ip"	"active"	2013-04-02	2018-04-01	"VA0003433"	"epa"
"permit"	"VAG844036"	"General Permit Covered Facility"	"SOLITE CORPORATION"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAG844036"	"epa"
"permit"	"VA0022691"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SOUTH BOSTON FOURSQUARE CHURCH"	"npdes_ip"	"active"	2016-08-01	2021-07-31	"VA0022691"	"epa"
"permit"	"VA0025437"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SOUTH CENTRAL WASTEWATER AUTHORITY WWTF"	"npdes_ip"	"active"	2017-10-01	2022-09-30	"VA0025437"	"epa"
"permit"	"VAN040087"	"General Permit Covered Facility"	"SOUTH CENTRAL WASTEWATER AUTHORITY WWTF"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040087"	"epa"
"permit"	"WV0096725"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SOUTH FORK #2 DEEP MINE"	"npdes_ip"	"active"	2015-12-31	2020-12-30	"WV0096725"	"epa"
"permit"	"VA0069337"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SOUTH HILL WWTP"	"npdes_ip"	"active"	2018-09-25	2023-08-31	"VA0069337"	"epa"
"permit"	"VAR104199"	"General Permit Covered Facility"	"SOUTH RIDING, LOGACY"	"npdes_gp"	"expired"	2004-07-01	2009-06-30	"VAR104199"	"epa"
"permit"	"VA0063568"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SOUTHERN MOBILE HOME PARK"	"npdes_ip"	"revoked"	2006-01-09	2011-01-08	"VA0063568"	"epa"
"permit"	"VA0091987"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SOUTHERN PINES POLLUTION CONTR"	"npdes_ip"	"revoked"	2007-01-01	2011-12-31	"VA0091987"	"epa"
"permit"	"VAR050462"	"General Permit Covered Facility"	"SOUTHERN STATES COOPERATIVE"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050462"	"epa"
"permit"	"VA0022934"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SOUTHSIDE ELEMENTARY SCHOOL"	"npdes_ip"	"revoked"	2007-04-30	2012-04-29	"VA0022934"	"epa"
"permit"	"VA0091871"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SPECIALTY COATING AND LAMINATING LLC"	"npdes_ip"	"active"	2013-04-12	2018-03-31	"VA0091871"	"epa"
"permit"	"VA0062880"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SPERRYVILLE SEWAGE TREATMENT PLANT"	"npdes_ip"	"active"	2018-01-01	2022-12-31	"VA0062880"	"epa"
"permit"	"VA0088552"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SPONAUGLE SUBDIVISION"	"npdes_ip"	"revoked"	2010-09-21	2015-09-20	"VA0088552"	"epa"
"permit"	"VAN020055"	"General Permit Covered Facility"	"SPOTSYLVANIA COUNTY - AGGREGATE NUTRIENT DISCHARGE"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN020055"	"epa"
"permit"	"VA0087271"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SPOTSYLVANIA COUNTY HIGH SCHOOL"	"npdes_ip"	"active"	2017-05-03	2022-05-02	"VA0087271"	"epa"
"permit"	"VA0061310"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SPRING BRANCH WWTF"	"npdes_ip"	"active"	2018-06-01	2023-05-31	"VA0061310"	"epa"
"permit"	"VA0063291"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SPROUSES CORNER LLC STP"	"npdes_ip"	"active"	2017-06-30	2022-05-31	"VA0063291"	"epa"
"permit"	"VA0085499"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SPRUANCE GENCO LLC"	"npdes_ip"	"active"	2013-01-01	2017-12-31	"VA0085499"	"epa"
"permit"	"VA0090034"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SPSA - REGIONAL LANDFILL"	"npdes_ip"	"active"	2015-01-01	2019-12-31	"VA0090034"	"epa"
"permit"	"WV1011821"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SQUIRE JIM NO. 1 MINE"	"npdes_ip"	"revoked"	2013-09-14	2018-09-13	"WV1011821"	"epa"
"permit"	"WV1021222"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SQUIRE JIM NO. 2 AND SQUIRE JIM NO. 3"	"npdes_ip"	"active"	2015-01-02	2019-10-21	"WV1021222"	"epa"
"permit"	"WV1023837"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SQUIRE JIM NO. 4 MINE"	"npdes_ip"	"active"	2018-04-06	2023-03-14	"WV1023837"	"epa"
"permit"	"VA0065854"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"ST PAUL APPAREL INCORPORATED S"	"npdes_ip"	"revoked"	2006-10-01	2011-09-30	"VA0065854"	"epa"
"permit"	"VA0026221"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"ST PAUL WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2018-09-01	2023-08-31	"VA0026221"	"epa"
"permit"	"VA0057487"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"STAFFORD COUNTY - ABEL LAKE WATER TREATMENT PLANT"	"npdes_ip"	"active"	2014-04-03	2019-04-02	"VA0057487"	"epa"
"permit"	"VAR040071"	"General Permit Covered Facility"	"STAFFORD COUNTY PUBLIC SCHOOLS"	"npdes_gp"	"expired"	2013-07-01	2018-06-30	"VAR040071"	"epa"
"permit"	"VA0064394"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"STANLEY STP"	"npdes_ip"	"active"	2016-10-01	2021-09-30	"VA0064394"	"epa"
"permit"	"VAN010142"	"General Permit Covered Facility"	"STANLEY STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010142"	"epa"
"permit"	"VAR050776"	"General Permit Covered Facility"	"STAR CITY AUTO PARTS, INC"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050776"	"epa"
"permit"	"VAR050504"	"General Permit Covered Facility"	"STAUTON METAL RECYCLERS"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050504"	"epa"
"permit"	"VA0080241"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"STELLA-JONES CORP"	"npdes_ip"	"active"	2014-10-01	2019-09-30	"VA0080241"	"epa"
"permit"	"VA0076244"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"STONE-ROBINSON ELEMENTARY SCHOOL"	"npdes_ip"	"active"	2017-12-01	2022-11-30	"VA0076244"	"epa"
"permit"	"VA0088722"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"STONEBROOK CLUB"	"npdes_ip"	"active"	2014-11-01	2019-10-31	"VA0088722"	"epa"
"permit"	"VAN010015"	"General Permit Covered Facility"	"STONEY CREEK SANITARY DISTRICT STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010015"	"epa"
"permit"	"VA0028380"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"STONEY CREEK SANITARY DISTRICT STP"	"npdes_ip"	"active"	2014-12-01	2019-11-30	"VA0028380"	"epa"
"permit"	"VA0062669"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"STONY CREEK WWTP"	"npdes_ip"	"active"	2016-07-07	2021-06-30	"VA0062669"	"epa"
"permit"	"VAN010102"	"General Permit Covered Facility"	"STRASBURG STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010102"	"epa"
"permit"	"VA0020311"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"STRASBURG STP"	"npdes_ip"	"active"	2013-05-01	2018-04-30	"VA0020311"	"epa"
"permit"	"VA0022985"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"STUART TOWN - WASTE WATER TREATMENT PLANT"	"npdes_ip"	"active"	2018-06-06	2023-06-05	"VA0022985"	"epa"
"permit"	"VA0066877"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"STUARTS DRAFT WWTP"	"npdes_ip"	"active"	2016-07-01	2021-05-31	"VA0066877"	"epa"
"permit"	"VA0053554"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"SUEZ WTS SERVICES USA INCORPORATED"	"npdes_ip"	"active"	2013-10-28	2018-10-27	"VA0053554"	"epa"
"permit"	"VAR104209"	"General Permit Covered Facility"	"SUFFIELD MEADOWS"	"npdes_gp"	"expired"	2004-07-01	2009-06-30	"VAR104209"	"epa"
