"hydrocode","name","bundle","ftype","wkt_geom"
"VA0087068","ALEXANDRIA COMBINED SEWER SYSTEM","facility","wwtp","POINT (38.80456 -77.04303)"
"VA0087084","CLAYTOR HYDROELECTRIC PLANT","facility","wwtp","POINT (37.076756 -80.575521)"
"VA0087092","AMERICAN ELECTRIC POWER - NIAGARA HYDRO PLANT","facility","wwtp","POINT (37.25519 -79.87234)"
"VA0087106","AMERICAN ELECTRIC POWER - LEESVILLE HYDRO PLANT","facility","wwtp","POINT (37.092222 -79.4025)"
"VA0087114","REUSENS HYDROELECTRIC PLANT","facility","wwtp","POINT (37.461393 -79.187587)"
"VA0087173","BAY MARINE LTD SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.559722 -76.317222)"
"VA0087238","MONTVALE WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.37464 -79.70844)"
"VA0087254","BUCHANAN CNTY PSA - COUNCIL INDUSTRIAL PARK STP","facility","wwtp","POINT (37.080555 -82.072777)"
"VA0087271","SPOTSYLVANIA COUNTY HIGH SCHOOL","facility","wwtp","POINT (38.16187 -77.65054)"
"VA0087319","RAPIDAN SERVICE AUTHORITY - MA","facility","wwtp","POINT (38.379167 -78.270833)"
"VA0087327","US COAST GUARD GROUP - EASTERN SHORE","facility","wwtp","POINT (37.930783 -75.381537)"
"VA0087351","ORANGE MADISON COOPERATIVE FAR","facility","wwtp","POINT (38.03967 -78.48071)"
"VA0087378","WASHINGTON CNTY SERVICE AUTHORITY -HALL CREEK WWTP","facility","wwtp","POINT (36.750555 -81.798333)"
"VA0087408","US NAVY - NAVAL WEAPONS STATIO","facility","wwtp","POINT (37.24583 -76.58888)"
"VA0087424","TIMBER RIDGE SCHOOL","facility","wwtp","POINT (39.37573 -78.30819)"
"VA0087505","HENDERSONS STORE STP","facility","wwtp","POINT (37.715 -78.9819)"
"VA0087548","NUSTAR TERMINALS OPERATIONS PRTNRSHP LP - VA BEACH","facility","wwtp","POINT (36.71789 -76.09312)"
"VA0087581","WASHINGTON TOWN WATER TREATMEN","facility","wwtp","POINT (38.722222 -78.162778)"
"VA0087599","EAST COAST REPAIR AND FABRICATION LLC DIV-3","facility","wwtp","POINT (36.860639 -76.346354)"
"VA0087611","NORVIEW MARINA","facility","wwtp","POINT (37.55462 -76.31302)"
"VA0087629","DOZIERS MARINE CENTER","facility","wwtp","POINT (37.554444 -76.3175)"
"VA0087645","BIRCHWOOD POWER FACILITY","facility","wwtp","POINT (38.26772 -77.31706)"
"VA0087661","HAWKSBILL RECREATION PARK","facility","wwtp","POINT (38.569444 -78.469444)"
"VA0087696","MADISON WOOD PRESERVERS INCORPORATED","facility","wwtp","POINT (38.37642 -78.25176)"
"VA0087700","ATLANTIC RESEARCH CORPORATION","facility","wwtp","POINT (38.78827 -77.58546)"
"VA0087718","DOC - COFFEEWOOD CORRECTIONAL CENTER","facility","wwtp","POINT (38.364794 -78.021846)"
"VA0087734","DOMINION - MATERIALS AND METERING SERVICES CENTER","facility","wwtp","POINT (37.46726 -77.44613)"
"VA0087858","SUNOCO - MANASSAS TERMINAL","facility","wwtp","POINT (38.799722 -77.504444)"
"VA0087874","FCWA - CORBALIS WATER TREATMENT PLANT","facility","wwtp","POINT (38.994423 -77.360186)"
"VA0087882","CALLEBS COVE CAMPGROUND  STP","facility","wwtp","POINT (36.643611 -81.9275)"
"VA0087891","EVERGREEN COUNTRY CLUB","facility","wwtp","POINT (38.88159 -77.65892)"
"VA0087912","VIRGINIA AIR NATIONAL GUARD -","facility","wwtp","POINT (36.81879 -75.982)"
"VA0087955","NICKELSVILLE WWTP","facility","wwtp","POINT (36.735556 -82.411389)"
"VA0088048","PEMBROKE TOWN - SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.31449 -80.64252)"
"VA0088072","CAPEHART HOMES WWTP","facility","wwtp","POINT (36.963055 -76.559722)"
"VA0088081","SCHUYLER WTP","facility","wwtp","POINT (37.791036 -78.726766)"
"VA0088102","HRSD KING WILLIAM COUNTY SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.706667 -77.144167)"
"VA0088111","LEE COUNTY PUBLIC SERVICE AUTHORITY-ROSE HILL WWTP","facility","wwtp","POINT (36.667222 -83.355277)"
"VA0088153","TRANS IND CORPORATION - COXEND","facility","wwtp","POINT (37.377106 -77.381309)"
"VA0088161","LEXINGTON-ROCKBRIDGE REGIONAL WQCF","facility","wwtp","POINT (37.795135 -79.414588)"
"VA0088170","VERONA WTP","facility","wwtp","POINT (38.208124 -79.00424)"
"VA0088188","WEYERS CAVE WTP","facility","wwtp","POINT (38.3066 -78.92171)"
"VA0088196","RASPBERRY FALLS WATER RECLAMATION FACILITY","facility","wwtp","POINT (39.164722 -77.551388)"
"VA0088226","HUGH K CASSELL ELEMENTARY SCHOOL","facility","wwtp","POINT (38.13011 -78.8721)"
"VA0088277","PILOT-4649","facility","wwtp","POINT (37.93128 -79.23189)"
"VA0088331","PARHAM LANDING WWTP","facility","wwtp","POINT (37.51482 -76.8589)"
"VA0088374","CROP PRODUCTION SERVICES INCORPORATED - SEALSTON","facility","wwtp","POINT (38.26594 -77.30433)"
"VA0088382","COVANCE RESEARCH PRODUCTS INC","facility","wwtp","POINT (37.506082 -78.137527)"
"VA0088404","CHESAPEAKE CITY - NORTHWEST RIVER WTP","facility","wwtp","POINT (36.594607 -76.208852)"
"VA0088421","TWIN OAKS COMMUNITY STP","facility","wwtp","POINT (37.932598 -77.992162)"
"VA0088463","SURRY COUNTY WASTEWATER TREATMENT FACILITY","facility","wwtp","POINT (37.077777 -76.899166)"
"VA0088480","CHICKAHOMINY WWTP","facility","wwtp","POINT (37.4814 -77.00664)"
"VA0088498","OLDE MILL GOLF RESORT STP","facility","wwtp","POINT (36.687588 -80.521339)"
"VA0088510","PRINCE WILLIAM COUNTY - BALLS FORD YARD WASTE","facility","wwtp","POINT (38.78761 -77.56293)"
"VA0088552","SPONAUGLE SUBDIVISION","facility","wwtp","POINT (37.86847 -79.97794)"
"VA0088561","FRANKLIN COUNTY SCHOOLS - CALLAWAY ELEMENTARY","facility","wwtp","POINT (37.011962 -80.04853)"
"VA0088579","ARLINGTON COUNTY MS4","facility","wwtp","POINT (38.8439 -77.05692)"
"VA0088587","FAIRFAX COUNTY - MS4","facility","wwtp","POINT (38.854167 -77.356389)"
"VA0088595","PRINCE WILLIAM COUNTY MS4","facility","wwtp","POINT (38.751824 -77.482838)"
"VA0088609","CHESTERFIELD COUNTY MS4","facility","wwtp","POINT (37.381453 -77.378036)"
"VA0088617","HENRICO COUNTY MS4","facility","wwtp","POINT (37.628889 -77.515278)"
"VA0088625","CHESAPEAKE CITY - MS4","facility","wwtp","POINT (36.714295 -76.247847)"
"VA0088633","HAMPTON CITY MS4","facility","wwtp","POINT (37.02783 -76.34477)"
"VA0088641","NEWPORT NEWS CITY MS4","facility","wwtp","POINT (36.97775 -76.43037)"
"VA0088650","NORFOLK CITY OF - MS4","facility","wwtp","POINT (36.845386 -76.28202)"
"VA0088668","PORTSMOUTH CITY - MS4","facility","wwtp","POINT (36.832984 -76.29774)"
"VA0088676","VIRGINIA BEACH CITY - MS4","facility","wwtp","POINT (36.75079 -76.05599)"
"VA0088684","AMHERST COUNTY LANDFILL PERMIT NUMBER 181","facility","wwtp","POINT (37.578056 -78.974444)"
"VA0088692","ASHBY SUBDIVISION WATER SUPPLY","facility","wwtp","POINT (36.93214 -76.52956)"
"VA0088706","GET CAPTIVE LLC - ZION CROSSROADS","facility","wwtp","POINT (37.97409 -78.21628)"
"VA0088714","HOOVER TREATED WOOD PRODUCTS","facility","wwtp","POINT (38.008094 -77.369732)"
"VA0088722","STONEBROOK CLUB","facility","wwtp","POINT (39.14242 -78.22323)"
"VA0088749","BOSTON WATER AND SEWER STP - NEW FACILITY","facility","wwtp","POINT (38.524444 -78.138889)"
"VA0088765","AMERICAN ELECTRIC POWER-SMITH MOUNTAIN HYDRO PLANT","facility","wwtp","POINT (37.03629 -79.52985)"
"VA0088811","SANDYS MOBILE HOME COURT (MHC) LLC STP","facility","wwtp","POINT (39.06438 -78.14803)"
"VA0088846","SHEN VALLE LOGISTICS STP","facility","wwtp","POINT (38.841274 -78.541045)"
"VA0088871","PINE CREEK CAMP STP","facility","wwtp","POINT (39.2317 -78.37477)"
"VA0088935","DANTE COMMUNITY WWTP","facility","wwtp","POINT (36.951667 -82.291667)"
"VA0088943","BLUE RIDGE MHC WWTP","facility","wwtp","POINT (38.15989 -78.84711)"
"VA0088960","KERRS CREEK LLC","facility","wwtp","POINT (37.869444 -79.544722)"
"VA0088978","BLACK SWAMP REGIONAL WWTP","facility","wwtp","POINT (37.056737 -77.142397)"
"VA0088986","BLACK ROCK MHC WWTP","facility","wwtp","POINT (38.251118 -78.812782)"
"VA0088994","HARRISONBURG/SHENANDOAH VALLEY KOA","facility","wwtp","POINT (38.53594 -78.70625)"
"VA0089001","DOUTHAT ROAD MOBILE HOME PARK STP","facility","wwtp","POINT (37.84352 -79.7993)"
"VA0089010","SAN DAMIANO SPIRITUAL LIFE CENTER","facility","wwtp","POINT (39.09492 -78.1377)"
"VA0089052","BLUE RIDGE WOOD PRESERVING INC","facility","wwtp","POINT (37.16095 -79.63396)"
"VA0089061","WOODLAWN VILLAGE MOBILE HOME PARK","facility","wwtp","POINT (38.156388 -78.9175)"
"VA0089087","OUTDOOR WORLD HARBORVIEW","facility","wwtp","POINT (38.201389 -76.981389)"
"VA0089125","HAYMOUNT WASTEWATER TREATMENT FACILITY","facility","wwtp","POINT (38.205405 -77.260239)"
"VA0089133","ALDIE WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.97497 -77.63761)"
"VA0089168","LYON SHIPYARD INCORPORATED - SEALIFT DRYDOCK","facility","wwtp","POINT (36.8376 -76.26429)"
"VA0089184","BREWERS CREEK SUBDIVISION WATE","facility","wwtp","POINT (36.91949 -76.52715)"
"VA0089206","FIGHTING CREEK WWTF","facility","wwtp","POINT (37.53939 -77.93123)"
"VA0089214","FLYING J NO 752","facility","wwtp","POINT (39.29122 -78.08698)"
"VA0089222","C AND M INDUSTRIES INCORPORATED","facility","wwtp","POINT (36.844216 -76.245327)"
"VA0089231","LAKE PACKING COMPANY INCORPORATED","facility","wwtp","POINT (37.97445 -76.47862)"
"VA0089265","COMFORT INN AND SUITES WWTP","facility","wwtp","POINT (37.93539 -75.37338)"
"VA0089273","WVWA - GLEN WILTON WWTP","facility","wwtp","POINT (37.75594 -79.81682)"
"VA0089290","GILES COUNTY PUBLIC SERVICE AU","facility","wwtp","POINT (37.335266 -80.757516)"
"VA0089303","AMPRO SHIPYARD","facility","wwtp","POINT (37.660836 -76.440628)"
"VA0089320","US DOE - THOMAS JEFFERSON NATIONAL ACCELERATOR FAC","facility","wwtp","POINT (37.098 -76.48954)"
"VA0089338","HOPYARD FARM WASTEWATER TREATMENT FACILITY","facility","wwtp","POINT (38.246667 -77.227778)"
"VA0089354","EMERALD HILL ELEMENTARY SCHOOL","facility","wwtp","POINT (38.54953 -77.97857)"
"VA0089397","LEE COUNTY PSA - HICKORY FLATS WWTP","facility","wwtp","POINT (36.697425 -83.017628)"
"VA0089427","CARROLL COUNTY PSA - CROOKED C","facility","wwtp","POINT (36.72 -80.842778)"
"VA0089443","HILLSVILLE WWTP","facility","wwtp","POINT (36.789793 -80.751883)"
"VA0089451","NEWPORT NEWS CITY - LEE HALL WTP REVERSE OSMOSIS","facility","wwtp","POINT (37.168047 -76.560142)"
"VA0089460","MOTTS RUN WATER TREATMENT PLANT","facility","wwtp","POINT (38.30834 -77.5425)"
"VA0089478","GLADYS TIMBER PRODUCTS INC","facility","wwtp","POINT (37.15872 -79.06852)"
"VA0089486","APPOMATTOX COUNTY LANDFILL 86","facility","wwtp","POINT (37.379035 -78.808175)"
"VA0089508","THREE SPRINGS WATER FILTRATION PLANT","facility","wwtp","POINT (38.424235 -78.871678)"
"VA0089541","MWAA - WASHINGTON DULLES INTERNATIONAL AIRPORT","facility","wwtp","POINT (38.952277 -77.447777)"
"VA0089559","MORRIS WELL WTP","facility","wwtp","POINT (37.781666 -78.273055)"
"VA0089583","BASTIAN WWTP","facility","wwtp","POINT (37.1925 -81.138611)"
"VA0089591","WATTS PLACE","facility","wwtp","POINT (37.933306 -79.230833)"
"VA0089605","US  DEFENSE FUEL SUPPORT POINT CRANEY ISLAND","facility","wwtp","POINT (36.890426 -76.353555)"
"VA0089630","WALK RESIDENCE WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.44652 -77.4679)"
"VA0089656","WASHINGTON COUNTY PSA - MILL C","facility","wwtp","POINT (36.721944 -81.677222)"
"VA0089681","NEWPORT NEWS - WILLIAMSBURG INTERNATIONAL AIRPORT","facility","wwtp","POINT (37.13032 -76.50292)"
"VA0089699","GENERAL DYNAMICS NASSCO-NORFOLK - HARPER FACILITY","facility","wwtp","POINT (36.846037 -76.330445)"
"VA0089729","NELSON COUNTY REGIONAL STP","facility","wwtp","POINT (37.708056 -78.956944)"
"VA0089737","NORFOLK INTERNATIONAL AIRPORT","facility","wwtp","POINT (36.898298 -76.211757)"
"VA0089770","FAST STOP SUNOCO","facility","wwtp","POINT (37.93069 -79.22604)"
"VA0089796","THE NATURE CONSERVANCY","facility","wwtp","POINT (38.88223 -77.1123)"
"VA0089818","COASTAL PRECAST SYSTEMS LLC","facility","wwtp","POINT (36.7642 -76.29419)"
"VA0089826","WATER COUNTRY USA","facility","wwtp","POINT (37.26369 -76.63923)"
"VA0089842","DUNGANNON WATER FILTRATION PLA","facility","wwtp","POINT (36.823333 -82.467778)"
"VA0089877","NEW MARKET FILTRATION PLANT","facility","wwtp","POINT (38.64816 -78.67842)"
"VA0089885","FAIRFIELD SQUARE","facility","wwtp","POINT (37.886389 -79.279722)"
"VA0089893","LEIGH AVE WTP","facility","wwtp","POINT (36.691667 -78.905556)"
"VA0089907","MILL BRANCH STP","facility","wwtp","POINT (37.234906 -81.991394)"
"VA0089915","HANOVER COUNTY TOTOPOTOMOY WWTP","facility","wwtp","POINT (37.643363 -77.307229)"
"VA0089923","WHEELABRATOR PORTSMOUTH RDF AND WTE FACILITY","facility","wwtp","POINT (36.8087 -76.3035)"
"VA0089940","PURCELLVILLE TOWN WATER TREATMENT PLANT","facility","wwtp","POINT (39.17148 -77.74134)"
"VA0089958","APPLE MOUNTAIN EXXON STP","facility","wwtp","POINT (38.91313 -78.0996)"
"VA0089982","GEORGE WASHINGTON BIRTHPLACE NATIONAL MONUMENT","facility","wwtp","POINT (38.18372 -76.92055)"
"VA0089991","FEDERAL MOGUL CORPORATION - BLACKSBURG","facility","wwtp","POINT (37.18887 -80.398014)"
"VA0090026","KIM YOUNG J SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.67169 -77.20873)"
"VA0090034","SPSA - REGIONAL LANDFILL","facility","wwtp","POINT (36.7564 -76.50915)"
"VA0090051","CAROLINE FURNACE LUTHERAN CAMP","facility","wwtp","POINT (38.745488 -78.510108)"
"VA0090085","DAYTON WATER AND WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.42 -78.946666)"
"VA0090093","JOHN MARSHALL III SITE","facility","wwtp","POINT (38.921389 -77.238333)"
"VA0090107","CARLYLE DEVELOPMENT II","facility","wwtp","POINT (38.80476 -77.0634)"
"VA0090115","USC SALTVILLE BRINE LLC","facility","wwtp","POINT (36.858292 -81.765706)"
"VA0090131","TYSON FOODS-POULTRY PROCESSING-FEED PROD-HATCHERY","facility","wwtp","POINT (37.319904 -78.115544)"
"VA0090140","SIX O FIVE VILLAGE M H P STP","facility","wwtp","POINT (37.970277 -77.916111)"
"VA0090174","GREEN ACRES MOBILE HOME PARK","facility","wwtp","POINT (36.785629 -80.273578)"
"VA0090182","THE OLD FARM GOLF CLUB","facility","wwtp","POINT (36.640233 -82.064678)"
"VA0090212","MOUNTAIN RUN WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.471389 -77.880278)"
"VA0090221","POINT OF VIEW WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.675514 -77.198183)"
"VA0090239","BUCHANAN CNTY PSA - DESKINS STP","facility","wwtp","POINT (37.173333 -82.071388)"
"VA0090247","JACKSONS CHASE WWTP","facility","wwtp","POINT (38.981979 -78.225904)"
"VA0090263","TOWN OF BROADWAY REGIONAL WWTF","facility","wwtp","POINT (38.631934 -78.75566)"
"VA0090271","SHEETZ TRAVEL CENTER #701","facility","wwtp","POINT (38.759996 -78.629758)"
"VA0090280","HENRY COUNTY PUBLIC SA - GREENBRIAR LAGOON STP","facility","wwtp","POINT (36.642363 -79.922484)"
"VA0090298","US AMINES LLC - PORTSMOUTH","facility","wwtp","POINT (36.861288 -76.345063)"
"VA0090301","RICHMOND INTERNATIONAL AIRPORT","facility","wwtp","POINT (37.50845 -77.33334)"
"VA0090310","PHILPOTT DAM HYDROELECTRIC PLANT","facility","wwtp","POINT (36.78062 -80.02608)"
"VA0090328","NORTH FORK REGIONAL WWTP","facility","wwtp","POINT (38.82923 -78.5322)"
"VA0090344","MATOACA HIGH SCHOOL","facility","wwtp","POINT (37.27005 -77.46655)"
"VA0090361","SEVEN SPRINGS WATER TREATMENT PLANT","facility","wwtp","POINT (36.863611 -82.254166)"
"VA0090379","SARGENT SPRINGS WATER TREATMENT PLANT","facility","wwtp","POINT (36.863611 -82.285)"
"VA0090395","AUGUSTA SPRINGS WTP","facility","wwtp","POINT (38.105 -79.320833)"
"VA0090417","GREENVILLE WWTP","facility","wwtp","POINT (38.019444 -79.138888)"
"VA0090425","DICKENSON RUSSELL CONTURA - ROARING FORK 3 MINE","facility","wwtp","POINT (37.023088 -82.341386)"
"VA0090433","AUGUSTA LUMBER DIVISION - WEST POINT","facility","wwtp","POINT (37.57555 -76.84222)"
"VA0090441","ADAPTIVE CONCRETE SOLUTIONS","facility","wwtp","POINT (38.9194 -77.4758)"
"VA0090468","CULPEPER WOOD PRESERVERS - RUFFIN CREEK","facility","wwtp","POINT (38.23932 -77.41376)"
"VA0090506","HAMPTON INN AND SUITES","facility","wwtp","POINT (37.935131 -75.373896)"
"VA0090531","BUCHANAN CNTY PSA - CONAWAY WWTP","facility","wwtp","POINT (37.177061 -82.138221)"
"VA0090549","FLYING J 754 - WYTHEVILLE","facility","wwtp","POINT (36.93658 -80.99261)"
"VA0090573","BEACON HILL WATER TREATMENT PLANT","facility","wwtp","POINT (39.106827 -77.565459)"
"VA0090590","UNIMIN CORPORATION","facility","wwtp","POINT (39.252466 -78.33422)"
"VA0090620","TAZEWELL COUNTY PSA - AMONATE WWTP","facility","wwtp","POINT (37.192778 -81.633333)"
"VA0090638","COVANTA FAIRFAX INCORPORATED","facility","wwtp","POINT (38.6954 -77.2407)"
"VA0090646","TANGLEWOOD HOME FOR ADULTS INC","facility","wwtp","POINT (37.813611 -80.090833)"
"VA0090654","GREENHOST INCORPORATED","facility","wwtp","POINT (38.249837 -77.306016)"
"VA0090671","ALLEGHANY CO - LOWER JACKSON RIVER REGIONAL WWTP","facility","wwtp","POINT (37.79264 -79.78361)"
"VA0090689","HILL MOBILE HOME PARK SEWAGE TREATMENT PLANT 2","facility","wwtp","POINT (38.06615 -77.33074)"
"VA0090697","SUSSEX SCHOOLS COMPLEX WTP","facility","wwtp","POINT (36.921804 -77.252524)"
"VA0090719","FRANKLIN COUNTY SCHOOLS - WINDY GAP ELEMENTARY","facility","wwtp","POINT (37.165063 -79.864225)"
"VA0090727","DUTOY CREEK WWTP","facility","wwtp","POINT (37.5117 -77.77454)"
"VA0090743","ZION CROSSROADS WWTP","facility","wwtp","POINT (37.98875 -78.111694)"
"VA0090760","DEERFIELD WTP - AUGUSTA","facility","wwtp","POINT (38.19252 -79.40547)"
"VA0090778","OCEAN MARINE YACHT CENTER","facility","wwtp","POINT (36.83252 -76.29676)"
"VA0090786","SUSSEX SCHOOLS COMPLEX","facility","wwtp","POINT (36.916944 -77.2575)"
"VA0090794","MAUZY LIBERTY STP","facility","wwtp","POINT (38.562471 -78.746508)"
"VA0090824","PARAMONT CONTURA LLC - DEEP MINE 26 STP","facility","wwtp","POINT (37.097778 -82.515556)"
"VA0090875","OAK HALL SHOPPING CENTER","facility","wwtp","POINT (37.943055 -75.538333)"
"VA0090883","PROSPECT HILL SPRINGS WTP","facility","wwtp","POINT (39.08713 -78.0335)"
"VA0090891","DOMINION - BEAR GARDEN CT STATION","facility","wwtp","POINT (37.698199 -78.292042)"
"VA0090905","TENASKA VIRGINIA GENERATING STATION","facility","wwtp","POINT (37.86903 -78.38319)"
"VA0090913","MILLER MARINE INCORPORATED","facility","wwtp","POINT (37.56127 -76.31802)"
"VA0090921","REGATTA POINT YACHT CLUB","facility","wwtp","POINT (37.55918 -76.31086)"
"VA0090930","LAKE CAROLINE WATER TREATMENT","facility","wwtp","POINT (37.98405 -77.50693)"
"VA0090948","RAPIDAN WWTP","facility","wwtp","POINT (38.24172 -78.38568)"
"VA0090956","LOVES TRAVEL STOPS AND COUNTRY STORES 239","facility","wwtp","POINT (36.95 -80.883333)"
"VA0090964","REHRIG UNITED","facility","wwtp","POINT (37.39352 -77.40551)"
"VA0090981","ILUKA RESOURCES INC - MINERAL SEPARATION PLANT","facility","wwtp","POINT (36.973381 -77.40994)"
"VA0090999","LITTLE APPLE PROPERTIES INC","facility","wwtp","POINT (38.7604 -78.63035)"
"VA0091006","KINGS DOMINION","facility","wwtp","POINT (37.84029 -77.45006)"
"VA0091014","DOMINION CAMPGROUND INCORPORATED","facility","wwtp","POINT (38.16322 -77.47709)"
"VA0091049","ISLAND UTILITIES LLC","facility","wwtp","POINT (37.931374 -75.380738)"
"VA0091065","CRYSTAL SPRING WTP","facility","wwtp","POINT (37.25015 -79.94416)"
"VA0091081","WARREN COUNTY - SANITARY LANDF","facility","wwtp","POINT (38.81498 -78.2834)"
"VA0091103","FRANKLIN COUNTY COMMERCE CENTE","facility","wwtp","POINT (36.93 -79.873889)"
"VA0091111","JCSA - FIVE FORKS WATER TREATMENT FACILITY","facility","wwtp","POINT (37.24954 -76.77015)"
"VA0091120","NORTH RIVANNA WTP","facility","wwtp","POINT (38.15763 -78.42369)"
"VA0091146","PALMYRA AREA WWTP","facility","wwtp","POINT (37.85481 -78.26964)"
"VA0091154","CAMP HOLLY SPRINGS","facility","wwtp","POINT (37.444722 -77.299444)"
"VA0091162","BOONSBORO COUNTRY CLUB","facility","wwtp","POINT (37.45443 -79.26163)"
"VA0091189","MOUNTAIN VIEW ELEMENTARY SCHOO","facility","wwtp","POINT (39.15887 -77.73242)"
"VA0091197","HENRICO COUNTY WATER TREATMENT","facility","wwtp","POINT (37.62989 -77.57685)"
"VA0091201","ORNDORFF RAINBOW TROUT FARM","facility","wwtp","POINT (38.99134 -78.51412)"
"VA0091219","CASTA LINE TROUT FARM-MIDDLEBROOK","facility","wwtp","POINT (38.075 -79.25)"
"VA0091227","CASTA LINE TROUT FARM-CRAIGSVILLE","facility","wwtp","POINT (38.041667 -79.379167)"
"VA0091243","MONTEBELLO FISH CULTURE STATION","facility","wwtp","POINT (37.843874 -79.130653)"
"VA0091251","COURSEY SPRINGS FISH CULTURAL STATION","facility","wwtp","POINT (38.179711 -79.58214)"
"VA0091260","VIRGINIA TROUT - MONTEREY","facility","wwtp","POINT (38.469421 -79.515264)"
"VA0091278","VIRGINIA TROUT - TERRY PLACE","facility","wwtp","POINT (38.297568 -79.661495)"
"VA0091286","BUFFALO SPRINGS TROUT FARM","facility","wwtp","POINT (37.72287 -79.60659)"
"VA0091294","CHESAPEAKE MARINE RAILWAY LLC","facility","wwtp","POINT (37.54104 -76.34193)"
"VA0091316","MIDDLESEX COURTHOUSE","facility","wwtp","POINT (37.537247 -76.687019)"
"VA0091324","DGIF - PAINT BANK FISH CULTURAL STATION","facility","wwtp","POINT (37.554166 -80.245833)"
"VA0091332","OLD DOMINION ELECTRIC COOPERATIVE - LOUISA","facility","wwtp","POINT (38.1199 -78.21191)"
"VA0091341","DEER PARK STP","facility","wwtp","POINT (38.148931 -78.165457)"
"VA0091375","CROP PRODUCTION SERVICES - PET","facility","wwtp","POINT (37.24353 -77.36607)"
"VA0091383","BROAD RUN WATER RECLAMATION","facility","wwtp","POINT (39.03503 -77.44757)"
"VA0091391","LUNENBURG COUNTY ADMINSTRATIVE","facility","wwtp","POINT (36.961231 -78.267484)"
"VA0091405","CHESAPEAKE CITY - LAKE GASTON WTP","facility","wwtp","POINT (36.773383 -76.455314)"
"VA0091421","CALLAO WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.971291 -76.560007)"
"VA0091430","LOUDOUN COMPOSTING","facility","wwtp","POINT (38.91895 -77.47494)"
"VA0091448","OLD DOMINION ELECTRIC COOPERATIVE - MARSH RUN","facility","wwtp","POINT (38.5292 -77.7686)"
"VA0091456","ILUKA RESOURCES INC - CONCORD MINE CONCENTRATOR","facility","wwtp","POINT (36.89883 -77.574757)"
"VA0091464","MOUNT WEATHER EMERGENCY OPERATIONS CENTER","facility","wwtp","POINT (39.06444 -77.88855)"
"VA0091499","BFI OLD DOMINION LANDFILL","facility","wwtp","POINT (37.511107 -77.371012)"
"VA0091502","HEPTINSTALL GROCERY","facility","wwtp","POINT (37.18309 -79.41523)"
"VA0091511","RAPPAHANNOCK WESTMINSTER CANTERBURY WWTF","facility","wwtp","POINT (37.675566 -76.400722)"
"VA0091529","ACCOMACK COUNTY LEACHATE TREATMENT FACILITY","facility","wwtp","POINT (37.907178 -75.532413)"
"VA0091537","MOUNT OLIVE WASTEWATER TREATMENT FACILITY","facility","wwtp","POINT (37.638889 -77.048889)"
"VA0091553","CEDAR ROCK WWTP","facility","wwtp","POINT (37.40248 -79.41863)"
"VA0091561","SEAGATE TERMINALS LLC","facility","wwtp","POINT (36.8143 -76.28389)"
"VA0091588","NORTHERN TAZEWELL COUNTY WWTF","facility","wwtp","POINT (37.3 -81.353889)"
"VA0091618","CHINCOTEAGUE LANDMARK WWTP","facility","wwtp","POINT (37.93626 -75.37214)"
"VA0091642","DEFENSE SUPPLY CENTER RICHMOND","facility","wwtp","POINT (37.4189 -77.4485)"
"VA0091651","RUSH RIVER WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.713167 -78.151139)"
"VA0091669","MONETA REGIONAL WWTP","facility","wwtp","POINT (37.172639 -79.611694)"
"VA0091677","MARINA HOTEL AND SUITES AT CHINCOTEAGUE","facility","wwtp","POINT (37.930339 -75.382112)"
"VA0091707","AMELIA COURTHOUSE SANITARY DISTRICT STP","facility","wwtp","POINT (37.337722 -77.933833)"
"VA0091723","CAMPBELL COUNTY LANDFILL","facility","wwtp","POINT (37.28081 -79.15806)"
"VA0091731","ISLE OF WIGHT COUNTY - LAWNES PT WATER TREATMENT","facility","wwtp","POINT (36.90749 -76.70799)"
"VA0091758","SHILLELAGH ESTATES","facility","wwtp","POINT (36.69157 -76.29962)"
"VA0091766","MANEUVER TRAINING CENTER FORT PICKETT","facility","wwtp","POINT (37.051067 -77.946196)"
"VA0091791","EDINBURG WTP","facility","wwtp","POINT (38.822433 -78.561803)"
"VA0091804","HALIFAX COUNTY SCHOOLS-CLUSTER SPRINGS ELEM","facility","wwtp","POINT (36.60831 -78.91534)"
"VA0091821","AUGUSTA CORRECTIONAL CENTER","facility","wwtp","POINT (38.06227 -79.38583)"
"VA0091847","SVC MANUFACTURING  INC - QTG B","facility","wwtp","POINT (36.9688 -81.01612)"
"VA0091855","AUSTINVILLE WATER TREATMENT PL","facility","wwtp","POINT (36.852338 -80.909683)"
"VA0091863","JOHN H KERR POWERHOUSE","facility","wwtp","POINT (36.607146 -78.300944)"
"VA0091871","SPECIALTY COATING AND LAMINATING LLC","facility","wwtp","POINT (37.86565 -77.46044)"
