"OutfallID"	"Year"	"VPDES.Facility.ID"	"VPDES.Name"	"Fac.Lat"	"Fac.Long"	"Outfall_Type"	"Outfall.Long"	"Outfall.Lat"	"Measured_Effluent"	"Discharges_MGD"	"Date"	"County"	"Permit_Type"	"Waterbody"	"Use.Type"	"Fuel_Type"	"Gen_Cap_MW"	"Mon_Reported"
"14871"	"VA0090891001"	2014	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.266	0.266	2014-01-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14872"	"VA0090891001"	2014	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.322	0.322	2014-08-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14873"	"VA0090891001"	2014	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.194	0.194	2014-10-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14874"	"VA0090891001"	2014	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.28	0.28	2014-02-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14875"	"VA0090891001"	2014	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.153	0.153	2014-03-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14876"	"VA0090891001"	2014	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.223	0.223	2014-12-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14877"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.346	0.346	2015-12-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14878"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.283	0.283	2015-11-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14879"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.383	0.383	2015-08-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14880"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.252	0.252	2015-03-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14881"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.426	0.426	2015-09-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14882"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.284	0.284	2015-10-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14883"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.261	0.261	2015-02-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14884"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.242	0.242	2015-01-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14885"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.176	0.176	2015-04-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14886"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.256	0.256	2015-07-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14887"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.352	0.352	2015-06-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14888"	"VA0090891001"	2015	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.315	0.315	2015-05-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14889"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.389	0.389	2016-06-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14890"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.269	0.269	2016-12-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14891"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.391	0.391	2016-07-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14892"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.369	0.369	2016-05-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14893"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.34	0.34	2016-08-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14894"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.196	0.196	2016-10-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14895"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.325	0.325	2016-09-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14896"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.283	0.283	2016-04-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14897"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.38	0.38	2016-01-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14898"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.311	0.311	2016-11-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14899"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.393	0.393	2016-03-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14900"	"VA0090891001"	2016	"VA0090891"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	37.698199	-78.292042	"EXO"	-78.287500000194	37.7058333332952	0.394	0.394	2016-02-01	"Buckingham"	"NPDES Individual Permit"	"James River"	"Energy"	"Combination Fossil"	590	12
"14901"	"VA0090905001"	2012	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2012-12-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	6
"14902"	"VA0090905001"	2012	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2012-09-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	6
"14903"	"VA0090905001"	2012	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2012-07-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	6
"14904"	"VA0090905001"	2012	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2012-11-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	6
"14905"	"VA0090905001"	2012	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2012-10-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	6
"14906"	"VA0090905001"	2012	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2012-08-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	6
"14907"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-05-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14908"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-02-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14909"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-12-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14910"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-01-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14911"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-07-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14912"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-03-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14913"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-08-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14914"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-09-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14915"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-04-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14916"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-10-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14917"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-11-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14918"	"VA0090905001"	2013	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2013-06-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14919"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-08-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14920"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-02-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14921"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-10-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14922"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-11-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14923"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-03-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14924"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-04-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14925"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-09-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14926"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-06-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14927"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-07-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14928"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-12-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14929"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-05-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14930"	"VA0090905001"	2014	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2014-01-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14931"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-01-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14932"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-10-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14933"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-11-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14934"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-09-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14935"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-07-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14936"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-08-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14937"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-12-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14938"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-04-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14939"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-05-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14940"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-02-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14941"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-03-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14942"	"VA0090905001"	2015	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2015-06-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14943"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-06-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14944"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-01-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14945"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-02-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14946"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-03-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14947"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-04-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14948"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-05-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14949"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-12-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14950"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-07-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14951"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-09-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14952"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-10-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14953"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-11-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14954"	"VA0090905001"	2016	"VA0090905"	"TENASKA VIRGINIA GENERATING STATION"	37.86903	-78.38319	"EXO"	-78.38319	37.86903	0	0	2016-08-01	"Albemarle"	"NPDES Individual Permit"	"Rivanna River"	"Energy"	"Combination Fossil"	885	12
"14955"	"VA0090948001"	2015	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.107	0.107	2015-12-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	3
"14956"	"VA0090948001"	2015	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.109	0.109	2015-10-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	3
"14957"	"VA0090948001"	2015	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.108	0.108	2015-11-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	3
"14958"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.11	0.11	2016-03-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
"14959"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.107	0.107	2016-12-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
"14960"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.117	0.117	2016-11-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
"14961"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.11	0.11	2016-08-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
"14962"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.087	0.087	2016-05-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
"14963"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.055	0.055	2016-10-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
"14964"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.108	0.108	2016-01-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
"14965"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.12	0.12	2016-04-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
"14966"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.12	0.12	2016-02-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
"14967"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.113	0.113	2016-07-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
"14968"	"VA0090948001"	2016	"VA0090948"	"RAPIDAN WWTP"	38.24172	-78.38568	"EXO"	-78.3402777775458	38.2799999998994	0.093	0.093	2016-09-01	"Greene"	"NPDES Individual Permit"	"Rapidan River"	"Municipal"	NA	NA	12
